title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName
Amrithaa Vindu,3.8,82.0,"28-10-28, Chitralaya Rd, beside Paul Engineering Inc",Visakhapatnam,Andhra Pradesh,IN,https://amrithaavindu.com/,+91 72071 91429,South Indian restaurant,Fried chicken takeaway,Indian takeaway,Meat dish restaurant,Non vegetarian restaurant,Restaurant,,,,,https://www.google.com/maps/search/?api=1&query=Amrithaa%20Vindu&query_place_id=ChIJqw8pKz1DOToR6860v5utek4,South Indian restaurant
Sampath Vinayaka food point,5.0,1.0,"10-1-10/A, Sampath Vinayaka Temple Rd",Visakhapatnam,Andhra Pradesh,IN,,,Breakfast restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sampath%20Vinayaka%20food%20point&query_place_id=ChIJmwMVmmlDOToR7rMMrW2PhbU,Breakfast restaurant
Mr . Crazy pizza shop,5.0,16.0,"All india raido station, back side road",Visakhapatnam,Andhra Pradesh,IN,,+91 63010 41149,Soft drinks shop,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mr%20.%20Crazy%20pizza%20shop&query_place_id=ChIJZeo6Zx1DOToRCq2llZKe2PQ,Soft drinks shop
Bismillah Soops And Rolls,5.0,1.0,Daba Garden Rd,Visakhapatnam,Andhra Pradesh,IN,,+91 99893 41259,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bismillah%20Soops%20And%20Rolls&query_place_id=ChIJK4U_RmdDOToReAvagOBoPLU,Restaurant
"Hotel Sri Sai Sudhaa,",4.1,30.0,"Raksha Plaza Police Complex Maharanipeta, Road",Visakhapatnam,Andhra Pradesh,IN,,+91 94934 82899,Restaurant,Non vegetarian restaurant,South Indian restaurant,Vegetarian restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Sri%20Sai%20Sudhaa%2C&query_place_id=ChIJSeWKrhlDOToRqn5GIA73qPg,Restaurant
Sarigama Restaurant And Bar,3.2,21.0,"P8F5+W2R, Complex Complex",Visakhapatnam,Andhra Pradesh,IN,,+91 92487 74222,Bar,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sarigama%20Restaurant%20And%20Bar&query_place_id=ChIJH4TdODxDOToRz1bise76ehU,Bar
Mayuri Royal Restaurant,3.5,2.0,"P77X+M26, opposite Jyoti Theatre Ladies Gate",Visakhapatnam,Andhra Pradesh,IN,,,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mayuri%20Royal%20Restaurant&query_place_id=ChIJJdMhIABDOToRymCUazh_9h8,Family restaurant
Jai Jagannath Parlour,2.8,17.0,kgh op gate down,Visakhapatnam,Andhra Pradesh,IN,,,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jai%20Jagannath%20Parlour&query_place_id=ChIJ1wTChwBDOToRTk5VsHmS6sI,Indian restaurant
Dhaba City Punjab,2.8,28.0,P863+J86,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dhaba%20City%20Punjab&query_place_id=ChIJPSauPOFDOToRImS7eL-hG5U,Restaurant
Bismillah Biryani Point,3.0,1.0,P77X+J92,Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bismillah%20Biryani%20Point&query_place_id=ChIJ-_bvcQBDOToR54f0252GaEE,Biryani restaurant
Manasa Parlour,3.6,75.0,"530002, 18-1-70, KGH Down Rd, Besides Lepakshi Handicrafts, KGH Down Rd",Visakhapatnam,Andhra Pradesh,IN,,,Takeout Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Manasa%20Parlour&query_place_id=ChIJXbQalRpDOToRxPDzunDw6vY,Takeout Restaurant
New Andhra Hotel,3.2,34.0,"P78V+9CW, Bowdara Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 89125 53217,Restaurant,Hotel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=New%20Andhra%20Hotel&query_place_id=ChIJ82pEIB5DOToR4_7ySicaYQ8,Restaurant
SPICY KV FAST FOOD,4.8,9.0,"P8F6+C9P, Ram Nagar Rd, opp. Sampath Vinayaka Temple Road, beside Meghalaya Hotel",Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SPICY%20KV%20FAST%20FOOD&query_place_id=ChIJr_texq9DOToRHI_M3vhSBYw,Fast food restaurant
Asha Tiffin Shop,5.0,4.0,"near Saraswathi Park, opposite Venkateswara Theatre",Visakhapatnam,Andhra Pradesh,IN,,+91 97053 35327,Tiffin center,Indian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Asha%20Tiffin%20Shop&query_place_id=ChIJ54w26-NDOToRzvX7ntf4Yvs,Tiffin center
Amma Spicy Foods,3.7,159.0,"back side, Jagadamba Junction, Near S.R Shopping mall",Visakhapatnam,Andhra Pradesh,IN,,,Hotel,Breakfast restaurant,Fast food restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Amma%20Spicy%20Foods&query_place_id=ChIJUyBKixpDOToRSCzxNG3FHew,Hotel
Double Roti,4.1,409.0,P889+W9H,Visakhapatnam,Andhra Pradesh,IN,,,Hamburger restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Double%20Roti&query_place_id=ChIJVxOBuWtDOToRqUqgMR1XwP4,Hamburger restaurant
Sri Sai Ram Restaurant & Bar,3.5,55.0,"28-9-40/5, Raja Rammohan Roy Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 891 664 0333,Bar,Restaurant,Wine bar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sai%20Ram%20Restaurant%20%26%20Bar&query_place_id=ChIJg-F7lRtDOToR9VaTwcVmJis,Bar
Sri Nidhi Foods,3.8,236.0,"Shop No.11 & 12, Vuda Complex, Waltair Club Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 98858 89333,Restaurant,Breakfast restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Nidhi%20Foods&query_place_id=ChIJhbnWKkBDOToR-UNZ_QzW-e0,Restaurant
Anna Canteen,4.0,103.0,"Raksha Plaza, KGH Down Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Anna%20Canteen&query_place_id=ChIJ5zRV5HNDOToRUBMwo3H9Lt8,Restaurant
Sri Lucky Fast Foods,4.8,32.0,P863+H32,Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Lucky%20Fast%20Foods&query_place_id=ChIJbd2HcwBDOToRVef4y4_Hgiw,Fast food restaurant
Sree Sai Ganesh Parlour,4.0,367.0,"P872+F43, Raja Rammohan Roy Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 73966 43999,Breakfast restaurant,Family restaurant,Fast food restaurant,Juice shop,,,,,,,https://www.google.com/maps/search/?api=1&query=Sree%20Sai%20Ganesh%20Parlour&query_place_id=ChIJMSiTwxtDOToRkFO7LmlKn0g,Breakfast restaurant
Hotel Amaravathi,4.1,3328.0,"Amaravati Building Cell Point upstairs, 30-15-110, Daba Garden Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 80087 71222,North Indian restaurant,Non vegetarian restaurant,Vegetarian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Amaravathi&query_place_id=ChIJ9YUJoSJDOToRHakQjegIg98,North Indian restaurant
Taj Mahal Hotel,3.6,51.0,"D.No. 30-15-195, 75 Feet Rd, Opposite Hotel Dolphin",Visakhapatnam,Andhra Pradesh,IN,,+91 89125 60786,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Taj%20Mahal%20Hotel&query_place_id=ChIJZSZscBxDOToRImD72ml0CqM,Restaurant
FoodEx,4.1,1060.0,Sampath Vinayaka Temple Rd,Visakhapatnam,Andhra Pradesh,IN,,+91 891 664 7799,Fast food restaurant,Bakery,,,,,,,,,https://www.google.com/maps/search/?api=1&query=FoodEx&query_place_id=ChIJGYTX_D5DOToR7f2-t-b4bXI,Fast food restaurant
Sai Durga Veg & Non Veg Curry Point,4.1,16.0,P863+MM4,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sai%20Durga%20Veg%20%26%20Non%20Veg%20Curry%20Point&query_place_id=ChIJKxZpfxBDOToRF2vxU3WrYyM,Restaurant
Kebabri,4.0,108.0,P8F9+G6W,Visakhapatnam,Andhra Pradesh,IN,,+91 93463 09888,Punjabi restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kebabri&query_place_id=ChIJww-OqEFDOToRXfyxF1IiV1M,Punjabi restaurant
LJ Grand Multi Cuisine Restaurant,4.8,35.0,LIC Circle,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=LJ%20Grand%20Multi%20Cuisine%20Restaurant&query_place_id=ChIJH30ca-FDOToRjCTWRUF_0hg,Restaurant
Annapurna family restaurant,3.4,8.0,"Saraswati Park Rd, opposite orange hotel",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Annapurna%20family%20restaurant&query_place_id=ChIJwYUYaAFDOToRYqk-f0cd1oc,Restaurant
Unlimited,4.0,3.0,"P862+QF9, Chitralaya Rd",Visakhapatnam,Andhra Pradesh,IN,,,Chicken restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Unlimited&query_place_id=ChIJT1lZKOpDOToRHAv4kJRRiH0,Chicken restaurant
Royal Hyderabadi Restaurant,3.6,50.0,opp. clock tower,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Royal%20Hyderabadi%20Restaurant&query_place_id=ChIJL5UOxztDOToRob4ZB6QGGD4,Restaurant
Dimple Bar & Restaurant,3.2,30.0,"Hotel Daspalla, Daspalla Hotel, 28-2-48",Visakhapatnam,Andhra Pradesh,IN,,,Brunch restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dimple%20Bar%20%26%20Restaurant&query_place_id=ChIJKahhzIpDOToRaMNdSfSD-gQ,Brunch restaurant
skyview Rooftop restaurant,3.3,18.0,"4 th floor, 10-26-1/1, opposite to Waltair Club Road",Visakhapatnam,Andhra Pradesh,IN,,+91 85018 10181,Restaurant,Chinese restaurant,Continental restaurant,Fast food restaurant,Indian restaurant,Italian restaurant,,,,,https://www.google.com/maps/search/?api=1&query=skyview%20Rooftop%20restaurant&query_place_id=ChIJaQAStbFDOToRM7RDa0UXtiE,Restaurant
NEW ANDHRA RESTAURANT,3.7,12.0,"P896+JPH, Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 81214 47232,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=NEW%20ANDHRA%20RESTAURANT&query_place_id=ChIJw3q6phVDOToRjnsq37L8DHI,Restaurant
CMR Street Food,3.9,397.0,P873+VF6,Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=CMR%20Street%20Food&query_place_id=ChIJOUVaAhpDOToRTeWh4enKLAc,Fast food restaurant
The Orange Hotels,4.7,429.0,"saraswathi, Saraswati Park Jct",Visakhapatnam,Andhra Pradesh,IN,https://theorangehotels.in/,+91 83744 55255,Hotel,Convention center,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Orange%20Hotels&query_place_id=ChIJR4w5ddJDOToR-vQ59Ja3cn0,Hotel
Sri Kanakadurga Parlour,4.6,14.0,"30-15-175, Yellamathota Road",Visakhapatnam,Andhra Pradesh,IN,,+91 98854 58557,Restaurant,Breakfast restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Kanakadurga%20Parlour&query_place_id=ChIJYaKB2htDOToRmwOW4F_CzfI,Restaurant
Something else not alakapuri,3.8,488.0,"78-10-78/1, Chitralaya Rd, beside Madan Motors",Visakhapatnam,Andhra Pradesh,IN,http://www.happystaypg.com/,,Biryani restaurant,Indian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Something%20else%20not%20alakapuri&query_place_id=ChIJ0YXnkxtDOToR4InzYoCQoWE,Biryani restaurant
Visakha Military Hotel,3.8,545.0,"31-35-14, Allipuram Main Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 96661 74848,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Visakha%20Military%20Hotel&query_place_id=ChIJZ_5p3-RDOToRKzOIshizuaQ,Restaurant
Kailash Pavbhaji Center,4.0,74.0,"29-13-37/1, near Center Point Hotel, beside Lakshmi home appliances",Visakhapatnam,Andhra Pradesh,IN,,+91 94401 86521,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kailash%20Pavbhaji%20Center&query_place_id=ChIJvwztlRtDOToRHLK5V0mRKvQ,Fast food restaurant
Telugu Thali Kitchen,4.3,3.0,VMRDA children's arena food court,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Telugu%20Thali%20Kitchen&query_place_id=ChIJh8PnuWpDOToRbyJwgpuCEKM,Restaurant
Pastry's Mafia The restaurant,3.8,31.0,28-9-57,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pastry's%20Mafia%20The%20restaurant&query_place_id=ChIJW7g2oNxDOToRNqnU0DS4Nks,Restaurant
Drunken Monkey,4.0,1979.0,"1st floor Vinayagar Kosala, beside Sarvani Sweets",Visakhapatnam,Andhra Pradesh,IN,http://www.thedrunkenmonkey.in/,+91 79955 55888,Cafe,Breakfast restaurant,Coffee shop,Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Drunken%20Monkey&query_place_id=ChIJ66GSLjxDOToR7PdjWdMG9T4,Cafe
Taste Well Noodles,3.8,128.0,"Shop No, 10, Masjid Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 89777 47474,Fast food restaurant,Chinese restaurant,Noodle shop,Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Taste%20Well%20Noodles&query_place_id=ChIJ7_Y6ixpDOToRFhxX4CVvSuo,Fast food restaurant
Hotel Eat Street,4.1,22.0,"530020, 30-15-113/1, Ranga St",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Eat%20Street&query_place_id=ChIJVaWyeRlDOToR_g8UUbUq1lw,Restaurant
Surya Foods Vizag,4.2,30.0,"18-9/32/1, Leelamahal Up Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 63018 20268,Andhra restaurant,Cafe,Chinese restaurant,Fast food restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Surya%20Foods%20Vizag&query_place_id=ChIJ686BDMhDOToRYyJGWWh_spQ,Andhra restaurant
Sagar Tiffins,4.4,76.0,P863+J59,Visakhapatnam,Andhra Pradesh,IN,,+91 90004 67234,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sagar%20Tiffins&query_place_id=ChIJwb-A5wxDOToRT0THAPUN0w0,Indian restaurant
Ma voori Vantakam Andhra Style Food,3.8,565.0,"13.15, Chandaka Veedhi",Visakhapatnam,Andhra Pradesh,IN,,,Andhra restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ma%20voori%20Vantakam%20Andhra%20Style%20Food&query_place_id=ChIJMdKLhRpDOToR5ahMZnpKrjY,Andhra restaurant
Santosh Dhaba Exclusive,4.0,881.0,"30-9-1, Sharda Street, Daba Garden Rd, beside Center Point Hotel",Visakhapatnam,Andhra Pradesh,IN,,+91 86396 89258,Biryani restaurant,Indian restaurant,Vegetarian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Santosh%20Dhaba%20Exclusive&query_place_id=ChIJqbibM6xDOToR1yCfNfDfdZ4,Biryani restaurant
KFC,4.2,4333.0,"no 1678 block, NTS, No 47, Allipuram Market Rd",Visakhapatnam,Andhra Pradesh,IN,https://restaurants.kfc.co.in/kfc-suryabagh-restaurants-suryabagh-visakhapatnam-35152/Home?utm_source=locator&utm_medium=googleplaces,+91 79 4272 5891,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KFC&query_place_id=ChIJhQILHG9DOToRosejrcB_kXk,Restaurant
Veux Gourmet Eatery,4.1,160.0,"P17, behind Waltair club","Gangapur, Visakhapatnam",Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Veux%20Gourmet%20Eatery&query_place_id=ChIJMZp7HQZDOToRj0bnUFkKBTk,Restaurant
Baamma Gaari Tiffins,4.9,119.0,"Shop No.5, Tirumala Plaza, Daba Garden Rd",Visakhapatnam,Andhra Pradesh,IN,,,Breakfast restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Baamma%20Gaari%20Tiffins&query_place_id=ChIJ4yp-rRNDOToRVkhLcbxEZcQ,Breakfast restaurant
Vaisakhi,3.8,110.0,"P862+64M Daspalla Hotel, 28-2-48",Visakhapatnam,Andhra Pradesh,IN,https://vaisakhi.in/,+91 1800 120 099 918,North Indian restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vaisakhi&query_place_id=ChIJG3OMHhtDOToR89qWRWb-VmU,North Indian restaurant
As Downtown INN Restaurant(Visakhapatnam),5.0,2.0,Ranga St,Visakhapatnam,Andhra Pradesh,IN,,,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=As%20Downtown%20INN%20Restaurant(Visakhapatnam)&query_place_id=ChIJz-rdsSRDOToRtt9efyzQNeQ,Chinese restaurant
Chinese Wok,4.4,190.0,"Ward 27, SuryaBagh,Revenue, 28-10-17, Chitralaya Rd, beside ICICI Bank",Visakhapatnam,Andhra Pradesh,IN,https://thechinesewok.com/,+91 91363 43452,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chinese%20Wok&query_place_id=ChIJCbMgjftDOToRXuovv8nd1es,Chinese restaurant
Mombay Restaurant,3.4,245.0,"Ranga St, beside nellore vari mess",Visakhapatnam,Andhra Pradesh,IN,,+91 98480 68696,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mombay%20Restaurant&query_place_id=ChIJ9Q1LdvxDOToR8PF0-vdvOUY,Family restaurant
Vandana's Dine Inn,4.2,13.0,"4a, Chitralaya Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vandana's%20Dine%20Inn&query_place_id=ChIJZbbwQZdDOToRHjkbuc217hM,Restaurant
Brovet_hub vizag,5.0,36.0,"Shop No 26, CENTRAL PARK, opp. RTC Complex Road, near 222 bus stop",Visakhapatnam,Andhra Pradesh,IN,,+91 82978 95058,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Brovet_hub%20vizag&query_place_id=ChIJl-FGHQBDOToRVbGThcKaG6c,Fast food restaurant
SHAWARMA STOP,4.9,90.0,"Kisok No 03, Jagadamba Commercial Complex, near Alluri Sitarama, Block No 47, Raju Road",Visakhapatnam,Andhra Pradesh,IN,,+91 78937 67012,Food court,Shawarma restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SHAWARMA%20STOP&query_place_id=ChIJAbwaAABDOToRLtPZ6i6fyNk,Food court
Vinayak Foods and Sweets (sweet studio and restaurant),4.6,461.0,"P872+V9C Saraswati Park, Junction, Daba Garden Rd",Visakhapatnam,Andhra Pradesh,IN,https://vinayakfoods.preview.emergentagent.com/,+91 90005 25262,Restaurant,Caterer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vinayak%20Foods%20and%20Sweets%20(sweet%20studio%20and%20restaurant)&query_place_id=ChIJRcTgfABDOToROd5zwuOhpzU,Restaurant
MISAKI,4.5,154.0,53-23-1/11,Visakhapatnam,Andhra Pradesh,IN,,,Asian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MISAKI&query_place_id=ChIJW3uEEwBDOToRMzRYAzcTEik,Asian restaurant
DELISH EXPRESS,4.6,1002.0,"HOTEL COOL RIVER BUILDING, 10-37-1, BACHPAN SCHOOL ROAD",Visakhapatnam,Andhra Pradesh,IN,,+91 99633 86999,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=DELISH%20EXPRESS&query_place_id=ChIJkSN4xnxDOToRBChQA_iOwOg,Restaurant
Tanzo,4.9,62.0,"RTC Complex Rd, opposite central park",Visakhapatnam,Andhra Pradesh,IN,,,Continental restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tanzo&query_place_id=ChIJvSG7X8pDOToRPXHBwEirinM,Continental restaurant
Rasora Restaurant,4.2,50.0,"30-15-38, beside pen school",Visakhapatnam,Andhra Pradesh,IN,,+91 74163 53399,Restaurant,Biryani restaurant,Chinese restaurant,Food court,Indian restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Rasora%20Restaurant&query_place_id=ChIJDZj-cJlDOToRl1wyd6Hc0QI,Restaurant
Suruchulu - Authentic Indian Restaurant,4.9,37.0,"42a, Bhanu St, beside Lane of Pantaloons",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Suruchulu%20-%20Authentic%20Indian%20Restaurant&query_place_id=ChIJwyBzSABDOToR22dKune_Wmk,Restaurant
Anagani's Amrutha Hotel,4.8,33.0,"Sarada St, beside Center point hotel, behind Bata showroom",Visakhapatnam,Andhra Pradesh,IN,https://wa.me/+919985945659?text=,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Anagani's%20Amrutha%20Hotel&query_place_id=ChIJp0efk4VDOToRN4obuwzbSiY,Restaurant
Prabhu Dum Biryani,4.5,12.0,P8H4+FMF,Visakhapatnam,Andhra Pradesh,IN,,+91 98855 85050,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Prabhu%20Dum%20Biryani&query_place_id=ChIJMxhuJQBDOToRudrcO5a4_0M,Biryani restaurant
తిని Podham రా.. Mama,4.8,4.0,"P8C8+MGJ, Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=%E0%B0%A4%E0%B0%BF%E0%B0%A8%E0%B0%BF%20Podham%20%E0%B0%B0%E0%B0%BE..%20Mama&query_place_id=ChIJCSsMOABDOToRO7PtpJcAPxk,Chinese restaurant
Homely Biryani,5.0,5.0,"Dwarakanagar Rd, near Diamond Park Road",Visakhapatnam,Andhra Pradesh,IN,,+91 95533 76609,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Homely%20Biryani&query_place_id=ChIJuVfzjgxDOToRZii_EQ47Vfg,Biryani restaurant
ROHHOTEL,4.3,1377.0,"48-7-66, behind Boy london Showroom",Visakhapatnam,Andhra Pradesh,IN,https://rohhotel.com/,+91 63038 03119,Hotel,Banquet hall,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=ROHHOTEL&query_place_id=ChIJZTcI48VDOToRg7APqkMQpCM,Hotel
Seenu Babu Kodi palav,2.4,27.0,P8C5+VMX,Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Seenu%20Babu%20Kodi%20palav&query_place_id=ChIJz0QpGQBDOToR_i3Eiq_lmXA,Biryani restaurant
Ak's Taste Well,4.0,788.0,"P8G5+72W, 1st Ln",Visakhapatnam,Andhra Pradesh,IN,,+91 98852 72764,Restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ak's%20Taste%20Well&query_place_id=ChIJwYbZbjxDOToRsQfs8bPN_xA,Restaurant
Hotel Anupama Grand,3.6,18.0,Diamond Park Jct,Visakhapatnam,Andhra Pradesh,IN,,+91 94937 38518,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Anupama%20Grand&query_place_id=ChIJwRv2LjtDOToR3j7PlBxXwRQ,Restaurant
RoyyalaNaidu,3.9,249.0,"P8G3+CHF, 1st Ln, near Diamond Park Road",Visakhapatnam,Andhra Pradesh,IN,,,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=RoyyalaNaidu&query_place_id=ChIJJ79TdABDOToRTsZ21seBBJo,South Indian restaurant
Chitti babu Kodi Pulao,3.6,157.0,"P8G2+VFF, Railway New Colony Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chitti%20babu%20Kodi%20Pulao&query_place_id=ChIJlZ_XPABDOToRbPfID1NzQ78,Restaurant
Street food meals center,5.0,1.0,"47-9-28, 19/1, 3rd Ln, near Divisional Office",Visakhapatnam,Andhra Pradesh,IN,,,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Street%20food%20meals%20center&query_place_id=ChIJO3J1-7hDOToRKw_G_8ueluA,Indian restaurant
MOHAN YADAV,,,RtC Complex,Visakhapatnam,Andhra Pradesh,IN,,+91 73861 60302,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MOHAN%20YADAV&query_place_id=ChIJK7taOfBDOToR-RMxO1wJ47s,Restaurant
Dakshin Kitchen -Restaurant,4.5,109.0,"Duttiland building, above appolo pharmacy",Visakhapatnam,Andhra Pradesh,IN,https://www.instagram.com/dakshinkitchen_?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,+91 63096 91999,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dakshin%20Kitchen%20-Restaurant&query_place_id=ChIJTzw5FmZDOToRoHAGAPKLAKU,Restaurant
Sri Mani Meghana Restaurant,4.0,12.0,"48-1-34, Reddy Hospital Rd",Visakhapatnam,Andhra Pradesh,IN,,,Chicken restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Mani%20Meghana%20Restaurant&query_place_id=ChIJa5BWl7FDOToRgB007XurlZ4,Chicken restaurant
NANDUS FOOD COURT BIRYANI ADDA,4.0,4.0,,Visakhapatnam,Andhra Pradesh,IN,,+91 80088 11522,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=NANDUS%20FOOD%20COURT%20BIRYANI%20ADDA&query_place_id=ChIJBRiK3VhDOToRXX71PP6lL3s,Restaurant
SKML Biryani Point,5.0,4.0,"P8C3+487, opposite lucky shopping mall",Visakhapatnam,Andhra Pradesh,IN,,+91 97057 33115,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SKML%20Biryani%20Point&query_place_id=ChIJJ7DKorZDOToRKBBvCGXiFe0,Biryani restaurant
Golden Hour Restaurant,3.5,6.0,"P8F5+7VF, Meghalaya Hotel ,Asilmetta","Waltair main road, Visakhapatnam",Andhra Pradesh,IN,,+91 89127 55142,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Golden%20Hour%20Restaurant&query_place_id=ChIJXT-a2xVDOToRHhjqfjci3Ns,Restaurant
