"route_id,source_area,pub_name,pub_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,night_travel_friendly,description"
"708,Kurmannapalem,Upland Bistro,Waltair,Waltair Junction Bus Stop,330A,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 330A from Kurmannapalem to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"709,Auto Nagar,Upland Bistro,Waltair,Waltair Junction Bus Stop,402A,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 402A from Auto Nagar to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"710,Steel Plant,Upland Bistro,Waltair,Waltair Junction Bus Stop,28P,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,16,53 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 28P from Steel Plant to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"711,Scindia,Upland Bistro,Waltair,Waltair Junction Bus Stop,350A,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 350A from Scindia to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"712,One Town,Upland Bistro,Waltair,Waltair Junction Bus Stop,101A,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 101A from One Town to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"713,Poorna Market,Upland Bistro,Waltair,Waltair Junction Bus Stop,103A,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 103A from Poorna Market to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"714,RK Beach,Upland Bistro,Waltair,Waltair Junction Bus Stop,900P,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900P from RK Beach to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"715,Rushikonda,Upland Bistro,Waltair,Waltair Junction Bus Stop,218P,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 218P from Rushikonda to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"716,Lawson's Bay,Upland Bistro,Waltair,Waltair Junction Bus Stop,901P,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 901P from Lawson's Bay to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"717,Hanumanthuwaka,Upland Bistro,Waltair,Waltair Junction Bus Stop,303A,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,10,33 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 303A from Hanumanthuwaka to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"718,Arilova,Upland Bistro,Waltair,Waltair Junction Bus Stop,305A,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 305A from Arilova to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"719,Beach Road,Upland Bistro,Waltair,Waltair Junction Bus Stop,800A,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 800A from Beach Road to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"720,Kailasagiri,Upland Bistro,Waltair,Waltair Junction Bus Stop,802A,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,10,33 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 802A from Kailasagiri to Waltair Junction Bus Stop, then walk 0.3km to Upland Bistro in Waltair."""
"721,Gajuwaka,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,28,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,17,56 mins,30,05:30,22:30,20,0.3,Yes,""Take bus 28 from Gajuwaka to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"722,Kommadi,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,500,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,19,63 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 500 from Kommadi to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"723,Madhurawada,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,218,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,17,56 mins,30,05:30,22:30,20,0.3,Yes,""Take bus 218 from Madhurawada to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"724,PM Palem,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,299,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 299 from PM Palem to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"725,MVP Colony,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,215E,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 215E from MVP Colony to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"726,Siripuram,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,900E,APSRTC City Ordinary,Siripuram Jn â†’ VIP Rd â†’ RTC Complex â†’ Dwaraka Nagar,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900E from Siripuram to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"727,Dwaraka Nagar,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,902G,APSRTC City Ordinary,Dwaraka Nagar â†’ Siripuram â†’ Jagadamba â†’ Maharanipeta,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 902G from Dwaraka Nagar to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"728,Maddilapalem,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,211F,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 211F from Maddilapalem to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"729,NAD Junction,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,400F,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,15,50 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 400F from NAD Junction to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"730,Seethammadhara,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,213G,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 213G from Seethammadhara to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"731,Jagadamba,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,900,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,1,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900 from Jagadamba to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"732,Asilmetta,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,907F,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,2,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 907F from Asilmetta to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"733,Railway Station,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,909F,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 909F from Railway Station to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"734,RTC Complex,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,100F,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 100F from RTC Complex to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"735,Airport,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,APTC-7,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,13,43 mins,20,05:30,22:30,20,0.3,Yes,""Take bus APTC-7 from Airport to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"736,Pendurthi,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,320F,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,23,76 mins,40,05:30,21:00,25,0.3,Limited,""Take bus 320F from Pendurthi to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"737,Gopalapatnam,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,310F,APSRTC City Ordinary,Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,16,53 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 310F from Gopalapatnam to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"738,Kurmannapalem,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,330F,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,18,60 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 330F from Kurmannapalem to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"739,Auto Nagar,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,402F,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 402F from Auto Nagar to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"740,Steel Plant,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,28U,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,16,53 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 28U from Steel Plant to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"741,Scindia,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,350F,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 350F from Scindia to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"742,One Town,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,101G,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 101G from One Town to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"743,Poorna Market,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,103G,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,2,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 103G from Poorna Market to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"744,RK Beach,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,900U,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900U from RK Beach to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"745,Rushikonda,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,218U,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,9,30 mins,15,05:30,22:30,15,0.3,Yes,""Take bus 218U from Rushikonda to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"746,Lawson's Bay,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,901V,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 901V from Lawson's Bay to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"747,Hanumanthuwaka,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,303F,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 303F from Hanumanthuwaka to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"748,Arilova,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,305F,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,19,63 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 305F from Arilova to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"749,Beach Road,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,800F,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 800F from Beach Road to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"750,Kailasagiri,Blue Moon Hotel,Jagadamba,Jagadamba Junction Bus Stop,802F,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 802F from Kailasagiri to Jagadamba Junction Bus Stop, then walk 0.3km to Blue Moon Hotel in Jagadamba."""
"751,Gajuwaka,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,28H,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,15,50 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 28H from Gajuwaka to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"752,Kommadi,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,500H,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,23,76 mins,40,05:30,21:00,25,0.3,Limited,""Take bus 500H from Kommadi to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"753,Madhurawada,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,218H,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,21,70 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 218H from Madhurawada to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"754,PM Palem,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,299J,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,13,43 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 299J from PM Palem to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"755,MVP Colony,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,215H,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,10,33 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 215H from MVP Colony to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"756,Siripuram,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,900H,APSRTC City Ordinary,Siripuram Jn â†’ VIP Rd â†’ RTC Complex â†’ Dwaraka Nagar,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900H from Siripuram to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"757,Dwaraka Nagar,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,902J,APSRTC City Ordinary,Dwaraka Nagar â†’ Siripuram â†’ Jagadamba â†’ Maharanipeta,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 902J from Dwaraka Nagar to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"758,Maddilapalem,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,211J,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 211J from Maddilapalem to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"759,NAD Junction,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,400J,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 400J from NAD Junction to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"760,Seethammadhara,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,213K,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 213K from Seethammadhara to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"761,Jagadamba,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,905H,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 905H from Jagadamba to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"762,Asilmetta,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,907J,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 907J from Asilmetta to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"763,Railway Station,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,909J,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 909J from Railway Station to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"764,RTC Complex,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,100J,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 100J from RTC Complex to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"765,Airport,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,APTC-10,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus APTC-10 from Airport to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
"766,Pendurthi,Kulasa Bar,Dondaparthi,Dondaparthi Bus Stop,320J,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,23,76 mins,40,05:30,21:00,25,0.3,Limited,""Take bus 320J from Pendurthi to Dondaparthi Bus Stop, then walk 0.3km to Kulasa Bar in Dondaparthi."""
