Hospital_Name,City,State,Specialty,Expected_Budget_INR_Lakhs
Health Unit,Visakhapatnam,Andhra Pradesh,Hospital,1214.37
Sivanagar Govt Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1667.03
Sri Sudha Physio World,Visakhapatnam,Andhra Pradesh,Hospital,1269.86
Medplus Marripalem,Visakhapatnam,Andhra Pradesh,Pharmacy,17.63
Aadhya Homeocare,Visakhapatnam,Andhra Pradesh,Health consultant,166.04
Hema Opticals & Eye Clinic,Visakhapatnam,Andhra Pradesh,Eye care center,190.72
Dr M.Seshagiri Rao,Visakhapatnam,Andhra Pradesh,Pediatrician,24.34
Kumar Medicals,Visakhapatnam,Andhra Pradesh,Pharmacy,64.83
Visakha Institute Of Skin & Allergy- Dr.Ratnam Attili V,Visakhapatnam,Andhra Pradesh,Dermatologist,88.69
Arya Vaidya Sala,"asn complex, d.no. 58-1-254/2, nad x road",Visakhapatnam,+91 88852 81914,170.79
Leela Spine,Visakhapatnam,Andhra Pradesh,Hospital,1187.06
Esi Corporation,Visakhapatnam,Andhra Pradesh,Government office,290.29
Samajika Bhavanam,Visakhapatnam,Andhra Pradesh,Community center,46.42
Gk Dentalclinic,Visakhapatnam,Andhra Pradesh,Dental clinic,82.27
Sri Venkata Siva Sai Medical & General Store,Visakhapatnam,Andhra Pradesh,Medical Center,230.73
Sri Vijaya Durga Medical & General Stores,Visakhapatnam,Andhra Pradesh,Medical Center,358.74
Seven Hills Dental Clinic,Visakhapatnam,Andhra Pradesh,Dental clinic,83.73
Mehar Opticals & Eye Clinic,Visakhapatnam,Andhra Pradesh,Optician,275.62
Visakha Women And Child Psychiatry Clinic,Visakhapatnam,Andhra Pradesh,Child psychiatrist,49.84
Generic Medical Store,Visakhapatnam,Andhra Pradesh,Medical Center,86.36
Sri Sai Sapthapadhi Vet Distributors,Visakhapatnam,Andhra Pradesh,Occupational medical physician,194.24
Rk Fitness Mantra Gym,Visakhapatnam,Andhra Pradesh,Gym,47.73
Sai Govinda Skin & Cosmetic Clinic,Visakhapatnam,Andhra Pradesh,Dermatologist,38.38
Sunrise Dental And Aesthetic Clinic,Visakhapatnam,Andhra Pradesh,Dental clinic,102.3
Chirunavvu-The Smile Hub/Your Trusted Dental Clinic In Vizag,Visakhapatnam,Andhra Pradesh,Dental clinic,91.29
Syskan Elevators,Visakhapatnam,Andhra Pradesh,Elevator manufacturer,117.8
Sunrise Dental & Aesthetic Clinic In Marripalem | Vizag,Visakhapatnam,Andhra Pradesh,Dental clinic,149.3
Shanti Nagar,Visakhapatnam,Andhra Pradesh,Hospital,1295.84
Hello Doctor Home Health Care Services,Visakhapatnam,Andhra Pradesh,Home health care service,152.5
Pain Relief Wellness Centre,Visakhapatnam,Andhra Pradesh,Chiropractor,193.47
Dhi Vizag (Pr Hub),Visakhapatnam,Andhra Pradesh,Hair transplantation clinic,56.78
Dr.Raaj'S Dental Clinic And Implant Centre,Visakhapatnam,Andhra Pradesh,Dental clinic,111.23
Sunshine Superspeciality Dental Clinic And Implant Center,Visakhapatnam,Andhra Pradesh,Dental clinic,130.86
Ashram Medicals,Visakhapatnam,Andhra Pradesh,Drug store,205.75
Chaitu Dental Implanto Care,Visakhapatnam,Andhra Pradesh,Dental clinic,119.97
Sekhar Physiotherapy Vizag,Visakhapatnam,Andhra Pradesh,Physical therapist,224.63
Lasya Pharmacy & Surgical Store,Visakhapatnam,Andhra Pradesh,Medical supply store,88.06
Vidya Academy - English | Soft Skills | Psychology | Offline / Online,Visakhapatnam,Andhra Pradesh,English language school,151.92
Swap,Visakhapatnam,Andhra Pradesh,Health food restaurant,91.69
Bhargav'S Food Parcels,"Visakhapatnam, Vishakapatnam",Andhra Pradesh,Takeout Restaurant,121.51
Surya Caterings,Visakhapatnam,Andhra Pradesh,Catering food and drink supplier,152.44
Jb Personal Training Gym,Visakhapatnam,Andhra Pradesh,Gym,142.32
Swachh Facility Management & Services,Visakhapatnam,Andhra Pradesh,Cleaners,55.67
Jyothi Travels Rent A Car,Visakhapatnam,Andhra Pradesh,Travel agency,145.23
Bhashyam Pharmacy Marripalem Vsp,Visakhapatnam,Andhra Pradesh,Pharmacy,56.56
Sri Ramachandra Hardware And Electricals,Visakhapatnam,Andhra Pradesh,Electrical supply store,131.06
Lakshmi Residency,Visakhapatnam,Andhra Pradesh,Apartment building,71.21
Sri Lakshmi Car Wash,Visakhapatnam,Andhra Pradesh,Car wash,279.21
Gayathri'S Veda Yogashala - Online Classes,Visakhapatnam,Andhra Pradesh,Yoga instructor,48.13
Sri Lalitha Gurudatta Mobile Services,Visakhapatnam,Andhra Pradesh,Mobile phone repair shop,254.58
Atul Residency,Visakhapatnam,Andhra Pradesh,Apartment building,55.17
Time 4 Tea Marripalem,Visakhapatnam,Andhra Pradesh,Tea store,56.07
Spa Central Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1608.19
Sai Harsha Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1717.65
Eye Clinic,Visakhapatnam,Andhra Pradesh,Eye care center,124.58
Modicare Distributive Point,Gajuwaka,Andhra Pradesh,Medical centre,313.91
F7 O2 Supplies Pvt. Ltd.,Gajuwaka,Andhra Pradesh,Medical equipment supplier,181.63
Dr.Rama Rao Speciality Hospital,Visakhapatnam,Andhra Pradesh,Hospital,994.47
Damayanthi (Durga) Hospitals,Visakhapatnam,Andhra Pradesh,Health spa,63.0
Kotagiri Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1030.4
Sun Multi Speciality Hospitals,Visakhapatnam,Andhra Pradesh,Hospital,1498.01
Medplus,Visakhapatnam,Andhra Pradesh,Medical Center,387.63
General Hospital & Departmental Store,Pullambotlapalem,Andhra Pradesh,General hospital,2709.8
Balaji Medical Center Private Limited,Visakhapatnam,Andhra Pradesh,Diagnostic center,227.48
Vihas Health Care,Visakhapatnam,Andhra Pradesh,Pediatrician,116.84
Mi Room Nstl,Visakhapatnam,Andhra Pradesh,Hospital,1400.62
Akkireddypalem,Gajuwaka,Andhra Pradesh,Hospital,1027.47
Arogya General Clinic And Physiotherapy Center,"Gajuvaka, Gajuwaka",Andhra Pradesh,Hospital,1366.88
Yasaswi Homoeo Clinic,"Gajuvaka, Gajuwaka",Andhra Pradesh,Hospital,819.11
Sri Venkata Sai Medicals,Gajuwaka,Andhra Pradesh,Medical centre,345.53
Dr. Radhika Multi Speciality Hospital & Fertility Center,Pullambotlapalem,Andhra Pradesh,Hospital,836.37
Norad Emergency And Critical Care,"Pullambotlapalem, Visakhapatnam",Andhra Pradesh,Medical Center,98.7
Charitha Poly Clinic,Pullambotlapalem,Andhra Pradesh,Medical clinic,173.71
Simhadri Medicals,Pullambotlapalem,Andhra Pradesh,Medical Center,215.4
Healthassure - Dr. Radhika Multi Speciality Hospital And Fertility Center - Quality Service With Quick Results,Pullambotlapalem,Andhra Pradesh,Diagnostic center,238.28
Dr Siva Balaji Ent Clinic,Pullambotlapalem,Andhra Pradesh,Doctor,61.67
Aditya Dental Hospital,Pullambotlapalem,Andhra Pradesh,Hospital,1710.83
Gopalapatnam,Pullambotlapalem,Andhra Pradesh,Medical Center,430.32
Dr Meenakshi V,Pullambotlapalem,Andhra Pradesh,Doctor,97.71
Dr Sujatha Paidi,Vepagunta,Andhra Pradesh,Hospital,1727.64
Dr. V Meenakshi Rama Eye Clinic,Pullambotlapalem,Andhra Pradesh,Eye care center,134.31
Ent Clinic-Dr.G.S.P.Krishnamurthy,Pullambotlapalem,Andhra Pradesh,Otolaryngologist,203.53
Lakshmi Narayana Diabetes & Heart Clinic,Pullambotlapalem,Andhra Pradesh,Diagnostic center,46.83
Visakha Medical Diagnostics,Pullambotlapalem,Andhra Pradesh,Diagnostic center,281.56
Satyam Intensive Care And Trauma Centre,Pullambotlapalem,Andhra Pradesh,Hospital,1744.19
Moorthi Medical Agency,Pullambotlapalem,Andhra Pradesh,Medical Center,170.35
Harshitha Physiotheray Clinic,Vepagunta,Andhra Pradesh,Hospital,770.62
New Gen Pharmacy,Pullambotlapalem,Andhra Pradesh,Medical Center,366.21
Rotary Netra Eye Hospital,Pullambotlapalem,Andhra Pradesh,Eye care center,82.53
Physiotherapist,Pullambotlapalem,Andhra Pradesh,Hospital,1009.74
Universal Dental Hospital Aligners And Implant Center,Pullambotlapalem,Andhra Pradesh,Dental clinic,20.79
Synapse Physiotherapy Rehabilitation & Transitional Care Centre,Pullambotlapalem,Andhra Pradesh,Physical rehabilitation center,264.86
Dr Suryanarayana K,Pullambotlapalem,Andhra Pradesh,Doctor,60.97
Dr.Divya Gunuganti,"sujatha polyclinic, electrical station, 14-628, opposite to gopalapatnam",Vepagunta,+91 80196 73615,138.21
Dr A Vidyullatha Paediatrician,Pullambotlapalem,Andhra Pradesh,Pediatrician,34.19
Ensure Ortho & Neuro Physio Care,Pullambotlapalem,Andhra Pradesh,Physical therapy clinic,70.65
Orthopedic Care Centre,Pullambotlapalem,Andhra Pradesh,Orthopedic surgeon,36.74
Dr. Ch R N Bhushanarao - Charitha Pulmonary Care Centre,Pullambotlapalem,Andhra Pradesh,Hospital department,231.45
Dr. Praveenya Mahanthi,Pullambotlapalem,Andhra Pradesh,Pregnancy care center,88.09
Pavani Medicals,Pullambotlapalem,Andhra Pradesh,Pharmacy,39.39
Cmr Shopping Mall,Pullambotlapalem,Andhra Pradesh,Shopping mall,122.04
Srinivasa Clinic,Pullambotlapalem,Andhra Pradesh,Medical clinic,92.91
Keerthi?S Dental & Cosmetic Care,Pullambotlapalem,Andhra Pradesh,Dental clinic,113.81
Prasad'S Orthodontic Super Speciality Dental Hospitals,Vepagunta,Andhra Pradesh,Dental clinic,120.99
St Women'S Hospital Gopalapatnam,Vepagunta,Andhra Pradesh,Homestay,183.25
Smile India Dental Clinic,Pullambotlapalem,Andhra Pradesh,Dental clinic,31.04
Simhagiri Physiotherapy Center (Gopalapatnam Branch),Pullambotlapalem,Andhra Pradesh,Physical therapy clinic,24.21
Dr Kolluru Ravi Teja,nan,Pullambotlapalem,Surgeon,80.93
Dr.D.Indupriya,Pullambotlapalem,Andhra Pradesh,Physical therapist,196.82
Dr S.Surya Kumari,Pullambotlapalem,Andhra Pradesh,Skin care clinic,57.18
Bhaskara Medicals,Pullambotlapalem,Andhra Pradesh,Pharmacy,29.05
Vijaya Durga Ambulance Service,Pullambotlapalem,Andhra Pradesh,Local medical services,208.72
Aditya Dental Care And Implant Centre,Pullambotlapalem,Andhra Pradesh,Dental clinic,83.14
Darwin Pharmacy Gopalpatnam [Venkatesh],Pullambotlapalem,Andhra Pradesh,Pharmacy,40.94
Raghu Dental Clinic,"door number 9, 333, main rd, opposite cmr shopping mall",Pullambotlapalem,+91 97059 36147,103.76
Sujatha Poly Clinic,Vepagunta,Andhra Pradesh,Hospital,1632.41
Dr Elite Diagnostics | Mri | Ct Scan | 3D/4D Ultrasound | Digital X-Ray | 3D Mammography | Personilsed Health Check,Pullambotlapalem,Andhra Pradesh,Diagnostic center,69.59
Skin Specialist,Pullambotlapalem,Andhra Pradesh,Skin care clinic,40.09
Best Psychiatrist - Dr.Ravi'S Mind Clinc & Child Counseling Center,Pullambotlapalem,Andhra Pradesh,Psychiatrist,39.08
Avg Day Care Dialysis,Pullambotlapalem,Andhra Pradesh,Hospital department,213.19
Anudip Foundation For Social Welfare Branch Office,Pullambotlapalem,Andhra Pradesh,Corporate office,161.39
Kites Skills Pvt Ltd,gopalpatnam,,Andhra Pradesh,210.13
Prathyusha Samuel,Pullambotlapalem,Andhra Pradesh,Lactation service,42.26
Gayatri Enclave,Pullambotlapalem,Andhra Pradesh,Apartment building,136.72
Rythu Bazar Gopalapatnam,Pullambotlapalem,Andhra Pradesh,Produce market,191.82
Dr.K.V.Sanyasi Rao Clinic,Pullambotlapalem,Andhra Pradesh,Doctor,10.69
D Mart,Pullambotlapalem,Andhra Pradesh,Indian grocery store,111.38
Kamala Devi Residency,Pullambotlapalem,Andhra Pradesh,Apartment building,87.03
Lenskart.Com At Gopalapatnam,"revenue ward 68, ground floor, 9-45/2,3, narasimha nagar, beside pizza hut","Visakhapatnam, Pullambotlapalem",+91 95826 48641,67.05
G R Naidu Building,"Visakhapatnam, Pullambotlapalem",Andhra Pradesh,Housing society,98.99
Bhashyam Pharmacy Kothapalem,Pullambotlapalem,Andhra Pradesh,Pharmacy,32.97
Sri Sai Durga Medicals,Pullambotlapalem,Andhra Pradesh,Medical supply store,32.09
Aditya Degree College,Pullambotlapalem,Andhra Pradesh,College,231.69
Rahul Septic Tank Cleaners | Pipe Jam Cleaning & Drainage Cleaning And Under Ground Cleaning Services In Visakhapatnam,"Pullambotlapalem, Visakhapatnam",Andhra Pradesh,Septic system service,77.44
Spring Cleaners - Mechanized House Cleaning In Vizag Sofa Wet Shampooing Bathrooms Deep Cleaning And Water Tank Cleaning,Pullambotlapalem,Andhra Pradesh,House cleaning service,132.66
Lakshmi Septic Tank Cleaners | Pipe Jam Cleaning & Drainage Cleaning|Best Price Septic Tank Cleaning Vizag,Pullambotlapalem,Andhra Pradesh,Septic system service,219.99
Gana Babu - Pgvr Naidu Vizag Mla,Pullambotlapalem,Andhra Pradesh,Political party office,165.07
Vijay,Pullambotlapalem,Andhra Pradesh,Apartment building,255.01
Raghavendra Refrigeration,"Visakhapatnam, Pullambotlapalem",Andhra Pradesh,Refrigerator repair service,247.67
Sunrise Hospitals,Visakhapatnam,Andhra Pradesh,Hospital,608.11
Apollo Clinic,Visakhapatnam,Andhra Pradesh,Medical clinic,176.5
Suma Maternity Hospital,Visakhapatnam,Andhra Pradesh,Maternity hospital,446.53
Akshay Homoeo Healings,Visakhapatnam,Andhra Pradesh,Hospital,528.11
Dr Rahul Vantaku - Naari Clinics - The Advanced Child Care Center,Visakhapatnam,Andhra Pradesh,Hospital,1881.74
Vaishakhi Medical Centre,Visakhapatnam,Andhra Pradesh,Walk-in clinic,262.77
Life Line Clinics,Visakhapatnam,Andhra Pradesh,Hospital,1363.64
Nirmala Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1360.1
Nirmala Clinic - Ent & Physician Care In Madhavadhara | Vizag,Visakhapatnam,Andhra Pradesh,Hospital,1564.25
New Life Care Nursing Home,Visakhapatnam,Andhra Pradesh,Hospital,1126.54
Dr N Ramya Ent & Head And Neck Surgeon (Jipmer),Visakhapatnam,Andhra Pradesh,Otolaryngologist,61.1
Ntr Arogya Vaidya Kendram ( Uphc,p6xw+jch,Visakhapatnam,Hospital,531.28
Arjun Prasad Hospital ,"opp. to ksr pleasant valley, beside fairfielf marriot hotel",Visakhapatnam,+91 91828 88520,117.69
Dr. Yaswanth Karri,Visakhapatnam,Andhra Pradesh,Medical clinic,166.22
Dr. Sunil?S Rudhvika Advanced Gastro & Liver Centre,Visakhapatnam,Andhra Pradesh,Medical Center,328.16
Sri Laasya Dental Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1748.04
Sreehas Health Care Clinics,Visakhapatnam,Andhra Pradesh,Medical Center,463.9
Esi Hospital,Visakhapatnam,Andhra Pradesh,General hospital,993.89
E.S.I. Dispensary Industrial Estate,Visakhapatnam,Andhra Pradesh,Medical clinic,173.56
Br Skin And Hair Clinic,5.0,10.0,IN,95.7
Eye Doctor,Visakhapatnam,Andhra Pradesh,Medical clinic,130.11
Sai Care Multi Specialty,Pullambotlapalem,Andhra Pradesh,Dental clinic,88.12
Surprise Party Shop,Pullambotlapalem,Andhra Pradesh,Party store,136.86
Chandu Medical & General Stores,Pullambotlapalem,Andhra Pradesh,Pharmacy,31.72
Subhadra Complex,Pullambotlapalem,Andhra Pradesh,Apartment building,121.67
Sirivennela Homeo Clinic,Pullambotlapalem,Andhra Pradesh,Homeopath,16.66
Anuradha Opticals,"Visakhapatnam, Pullambotlapalem",Andhra Pradesh,Optician,75.4
Kanic Engineering Services,Pullambotlapalem,Andhra Pradesh,Corporate office,167.83
Vizag Best Tiles - Fusion Tiles,Vepagunta,Andhra Pradesh,Tile store,60.79
M/S Ruhani Enterprises,Pullambotlapalem,Andhra Pradesh,Indian grocery store,167.69
Healthcare Generic Pharmacy,Pullambotlapalem,Andhra Pradesh,Pharmacy,73.41
Rr Garments Gopalapatnam,"Visakhapatnam, Pullambotlapalem",Andhra Pradesh,Women's clothing store,124.33
Aasrithnutrition Nutrion Centre,Pullambotlapalem,Andhra Pradesh,Weight loss service,226.39
Jayabheri Automotives Gopalapatnam,Pullambotlapalem,Andhra Pradesh,Car dealer,251.12
Apple Dental Clinic,Pullambotlapalem,Andhra Pradesh,Dental clinic,125.95
Pbr Silver Oaks,Pullambotlapalem,Andhra Pradesh,Apartment complex,93.79
Sai Krishna Residency,Pullambotlapalem,Andhra Pradesh,Apartment building,69.54
Rrv Puram,Visakhapatnam,Andhra Pradesh,Hospital,795.91
Digital It Hub - Digital Marketing & Branding Company | Web Design | E-Commerce Development In Visakhapatnam,"Visakhapatnam, Pullambotlapalem",Andhra Pradesh,Marketing agency,192.65
Taste Of Darjelling,Pullambotlapalem,Andhra Pradesh,Restaurant,235.26
Arogyadhatri Ayurveda Chikitsalayam,Visakhapatnam,Andhra Pradesh,Hospital,1483.26
Doctor Arena,Visakhapatnam,Andhra Pradesh,Hospital,765.72
Kk Cardea Clinic | Dr Paila Manohar Mbbs | Dnb General Medicine | Dm Interventional Cardiology,Visakhapatnam,Andhra Pradesh,Hospital,1659.27
Uphc Murali Nagar,Visakhapatnam,Andhra Pradesh,Hospital,1241.18
Visakha Eye Hospital (Muralinagar Branch),Visakhapatnam,Andhra Pradesh,Eye care center,158.26
Dr.Y.S.N Clinic (General Physician & Diabetologist)),Visakhapatnam,Andhra Pradesh,Medical clinic,159.18
Sri Vishnupriya Physiocare - Physiotherapy & Rehabilitation Centre,Visakhapatnam,Andhra Pradesh,Physical therapy clinic,55.91
Bhupathi Physiotherapy Clinic,Visakhapatnam,Andhra Pradesh,Hospital,1886.23
Gayatri Orthopaedic Centre-Dr Krishna Karthik,Visakhapatnam,Andhra Pradesh,Orthopedic clinic,182.41
Dr Y Satyanarayana,Visakhapatnam,Andhra Pradesh,Hospital,1452.95
Dr. Mahesh Chandra,Visakhapatnam,Andhra Pradesh,Orthopedic clinic,198.62
Dr. M. Seshagiri,Visakhapatnam,Andhra Pradesh,Pediatrician,106.42
Kk Eye Care,Visakhapatnam,Andhra Pradesh,Hospital,1440.83
Dr. K. Harshavardhan | Best Neurosurgeon,Visakhapatnam,Andhra Pradesh,Neurosurgeon,70.76
Healthcare Plus Generic Medicals & General Stores,Visakhapatnam,Andhra Pradesh,Medical Center,80.73
Royal New Dental Care,Visakhapatnam,Andhra Pradesh,Dental clinic,77.49
Vihas Dental Care - Dr.Sindhuja Dwaraka,near east park,Visakhapatnam,+91 88975 77842,111.76
Sri Sai Ent Clinic,Visakhapatnam,Andhra Pradesh,Medical clinic,76.69
Children Clinic - Seshagiri Rao,Visakhapatnam,Andhra Pradesh,Pediatric clinic,45.17
Dr. Pavan Prasanth,Visakhapatnam,Andhra Pradesh,Doctor,55.66
Dr Sai Sekhar P,Visakhapatnam,Andhra Pradesh,Doctor,37.94
Sri Trinethra Medical & General Store,Visakhapatnam,Andhra Pradesh,Pharmacy,41.63
Trinetra Medicals And General Stores,Visakhapatnam,Andhra Pradesh,Medical supply store,45.36
Patanjali K.P Ayurveda Hospital,Visakhapatnam,Andhra Pradesh,Alternative medicine practitioner,254.56
Dr. Gayatri Homeo Care,Visakhapatnam,Andhra Pradesh,Homeopath,7.69
Dr. V Sarojini Md Dgo,Visakhapatnam,Andhra Pradesh,Doctor,87.78
Smile Dental Clinic,Visakhapatnam,Andhra Pradesh,Dental clinic,131.19
Gk Diagnostics,nan,Visakhapatnam,+91 90309 36222,196.05
Fairfield By Marriott Visakhapatnam,Visakhapatnam,Andhra Pradesh,Hotel,166.91
Uma Narayana Childrens Hospital,Visakhapatnam,Andhra Pradesh,Pediatric clinic,154.93
Otto Bock Healthcare,266.0,"property bearing door no. 39, 6-7, opp. sbi bank",https://www.ottobock.com/en-in,179.67
Sri Sai Nandini Dental Care And Implant Centre,Visakhapatnam,Andhra Pradesh,Dental clinic,122.94
Sri Physiotherapy Clinic ,"muralinagar, bank st, near kodanda ramalayam street",Visakhapatnam,+91 93488 80990,271.89
Partha Dental Clinic ? Murali Nagar | Best Dental Clinic In Vizag | Invisalign Provider,Visakhapatnam,Andhra Pradesh,Dental clinic,78.47
Satyam Clinic ( Dr Psn Raju),Visakhapatnam,Andhra Pradesh,Doctor,82.88
The Vizag Dentist,Visakhapatnam,Andhra Pradesh,Dental clinic,104.74
Tailors Colony,Pullambotlapalem,Andhra Pradesh,Hospital,982.29
Naidu Thota,Visakhapatnam,Andhra Pradesh,Hospital,1213.44
Preja Clinic,Pullambotlapalem,Andhra Pradesh,Hospital,726.29
Simhagiri Hospital,Pullambotlapalem,Andhra Pradesh,Medical clinic,40.52
Pavani Clinic,Pullambotlapalem,Andhra Pradesh,Hospital,655.25
Ramaeve Hospital,Pullambotlapalem,Andhra Pradesh,Hospital,1848.69
Srinivasa Clinic & Nursing Home,Pullambotlapalem,Andhra Pradesh,Hospital,1015.16
Ramachandra Hospital,Pullambotlapalem,Andhra Pradesh,Hospital,1571.47
Dr Suresh A,Pullambotlapalem,Andhra Pradesh,Doctor,55.41
Saritha Hospital,Visakhapatnam,Andhra Pradesh,Hospital,758.84
Sri Varahi Physiotherapy And Rehabilitation Clinic.,Visakhapatnam,Andhra Pradesh,Physical therapy clinic,39.82
Breds Ngo,Visakhapatnam,Andhra Pradesh,Corporate office,148.19
Dr M Sujatha Ms General Surgeon And Breast Surgeon Anu Jyothi Clinics ,39.0,"bus stop, dr sujatha clinic 48a, opposite ibbaco",+91 99497 07913,148.64
Nethra Jyothi Opticals & Medicals,Visakhapatnam,Andhra Pradesh,Eye care center,118.87
Dr. Swathi Marada,Visakhapatnam,Andhra Pradesh,Hospital,738.12
Vaishakhi Ortho Care,Visakhapatnam,Andhra Pradesh,Orthopedic clinic,130.67
My Pet Clinic - Best Veterinary Hospitals In Vizag,Visakhapatnam,Andhra Pradesh,Veterinarian,106.38
Vasudha Skin And Hair Clinic,Visakhapatnam,Andhra Pradesh,Skin care clinic,38.61
Drug Bazar ( The Healthcare ),Visakhapatnam,Andhra Pradesh,Pharmacy,33.69
Dr.M.Sai Krishna Ms(Ortho) Dnb(Ortho),Visakhapatnam,Andhra Pradesh,Orthopedic surgeon,161.53
New India Insurance,Visakhapatnam,Andhra Pradesh,Insurance agency,243.09
Care & Love Orphanage,Visakhapatnam,Andhra Pradesh,Orphanage,204.77
Dr N Ramya,39.0,"nirmala clinic, 80 feet road, opposite k4 restaurant, near rto office",https://ramicos.com/,47.8
Dr. V. V. L. Narasimha Rao,Visakhapatnam,Andhra Pradesh,Doctor,18.51
Star Health And Allied Insurance Company Limited,Visakhapatnam,Andhra Pradesh,Health insurance agency,213.16
Dr.Ravi Kumar Raju,Visakhapatnam,Andhra Pradesh,Urologist,69.04
The Mellow Pet Clinic,Visakhapatnam,Andhra Pradesh,Emergency veterinarian service,225.41
Nazareth Dental,Visakhapatnam,Andhra Pradesh,Dental clinic,105.35
Moon Smile Dental Care,Visakhapatnam,Andhra Pradesh,Dental clinic,137.82
Sethamma Peta,Visakhapatnam,Andhra Pradesh,Hospital,1809.92
Mom & Me Clinics,Visakhapatnam,Andhra Pradesh,Medical clinic,86.67
Ysr Urban Primary Health Centre,Visakhapatnam,Andhra Pradesh,Hospital,1374.11
Soma Ortho Care & Medical Centre,Visakhapatnam,Andhra Pradesh,Doctor,22.73
Suresh Navagam,Visakhapatnam,Andhra Pradesh,Hospital,1024.73
Dr Radhika Speciality Clinics And Fertility Centre,Visakhapatnam,Andhra Pradesh,Hospital department,291.28
Sreekar Eye,Visakhapatnam,Andhra Pradesh,Hospital,1547.72
Confidental Care | Best Dental Care In Visakhapatnam,Visakhapatnam,Andhra Pradesh,Dentist,37.44
Jagadhguru Satya Sai Clinic,Visakhapatnam,Andhra Pradesh,Pediatrician,79.5
