trip_id,source_area,park_name,park_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TRP00703,Dwaraka Nagar,Bheemili Coastal Garden,Bheemili,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Bheemili Beach, Dutch Cemetery, Bheemili Bus Stop",Travel from Dwaraka Nagar to Bheemili Coastal Garden in Bheemili. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP00704,Dwaraka Nagar,Bheemili Heritage Park,Bheemili,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Bheemili Beach, Dutch Cemetery, Bheemili Bus Stop",Travel from Dwaraka Nagar to Bheemili Heritage Park in Bheemili. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP00705,Dwaraka Nagar,Bheemili Nature Park,Bheemili,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Bheemili Beach, Dutch Cemetery, Bheemili Bus Stop",Travel from Dwaraka Nagar to Bheemili Nature Park in Bheemili. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP00706,Dwaraka Nagar,Bheemili Palm Garden,Bheemili,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Bheemili Beach, Dutch Cemetery, Bheemili Bus Stop",Travel from Dwaraka Nagar to Bheemili Palm Garden in Bheemili. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP00707,Dwaraka Nagar,Bheemili Urban Park,Bheemili,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Bheemili Beach, Dutch Cemetery, Bheemili Bus Stop",Travel from Dwaraka Nagar to Bheemili Urban Park in Bheemili. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP00708,Dwaraka Nagar,Dwaraka Nagar Central Garden,Dwaraka Nagar,5,13 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Dwaraka Nagar to Dwaraka Nagar Central Garden in Dwaraka Nagar. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP00709,Dwaraka Nagar,Dwaraka Nagar City Park,Dwaraka Nagar,3,7 mins,Rs 35,Rs 40,Rs 95,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Dwaraka Nagar to Dwaraka Nagar City Park in Dwaraka Nagar. Distance approx 3 km with medium traffic. Route via major Vizag roads.
TRP00710,Dwaraka Nagar,Dwaraka Nagar Eco Park,Dwaraka Nagar,4,10 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Dwaraka Nagar to Dwaraka Nagar Eco Park in Dwaraka Nagar. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP00711,Dwaraka Nagar,Dwaraka Nagar Nature Park,Dwaraka Nagar,5,13 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Dwaraka Nagar to Dwaraka Nagar Nature Park in Dwaraka Nagar. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP00712,Dwaraka Nagar,Dwaraka Nagar Palm Park,Dwaraka Nagar,3,7 mins,Rs 35,Rs 40,Rs 95,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Dwaraka Nagar to Dwaraka Nagar Palm Park in Dwaraka Nagar. Distance approx 3 km with medium traffic. Route via major Vizag roads.
TRP00713,Dwaraka Nagar,Dwaraka Nagar Recreation Park,Dwaraka Nagar,4,10 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Dwaraka Nagar to Dwaraka Nagar Recreation Park in Dwaraka Nagar. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP00714,Dwaraka Nagar,Gajuwaka Community Park,Gajuwaka,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Dwaraka Nagar to Gajuwaka Community Park in Gajuwaka. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP00715,Dwaraka Nagar,Gajuwaka Eco Garden,Gajuwaka,12,29 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Dwaraka Nagar to Gajuwaka Eco Garden in Gajuwaka. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP00716,Dwaraka Nagar,Gajuwaka Family Park,Gajuwaka,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Dwaraka Nagar to Gajuwaka Family Park in Gajuwaka. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP00717,Dwaraka Nagar,Gajuwaka Green Meadows,Gajuwaka,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Dwaraka Nagar to Gajuwaka Green Meadows in Gajuwaka. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP00718,Dwaraka Nagar,Gajuwaka Sunrise Park,Gajuwaka,12,29 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Dwaraka Nagar to Gajuwaka Sunrise Park in Gajuwaka. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP00719,Dwaraka Nagar,Gajuwaka Urban Forest Park,Gajuwaka,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Gajuwaka Junction, RINL Gate, BHPV",Travel from Dwaraka Nagar to Gajuwaka Urban Forest Park in Gajuwaka. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP00720,Dwaraka Nagar,Kurmannapalem Central Park,Kurmannapalem,12,31 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kurmannapalem Bus Stop, Kommadi Circle",Travel from Dwaraka Nagar to Kurmannapalem Central Park in Kurmannapalem. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP00721,Dwaraka Nagar,Kurmannapalem Eco Garden,Kurmannapalem,10,25 mins,Rs 90,Rs 125,Rs 190,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kurmannapalem Bus Stop, Kommadi Circle",Travel from Dwaraka Nagar to Kurmannapalem Eco Garden in Kurmannapalem. Distance approx 10 km with medium traffic. Route via major Vizag roads.
TRP00722,Dwaraka Nagar,Kurmannapalem Family Park,Kurmannapalem,11,28 mins,Rs 95,Rs 140,Rs 205,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kurmannapalem Bus Stop, Kommadi Circle",Travel from Dwaraka Nagar to Kurmannapalem Family Park in Kurmannapalem. Distance approx 11 km with medium traffic. Route via major Vizag roads.
TRP00723,Dwaraka Nagar,Kurmannapalem Green Park,Kurmannapalem,12,31 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kurmannapalem Bus Stop, Kommadi Circle",Travel from Dwaraka Nagar to Kurmannapalem Green Park in Kurmannapalem. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP00724,Dwaraka Nagar,Kurmannapalem Lake Park,Kurmannapalem,10,25 mins,Rs 90,Rs 125,Rs 190,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kurmannapalem Bus Stop, Kommadi Circle",Travel from Dwaraka Nagar to Kurmannapalem Lake Park in Kurmannapalem. Distance approx 10 km with medium traffic. Route via major Vizag roads.
TRP00725,Dwaraka Nagar,Lawsons Bay Coastal Garden,Lawsons Bay,5,12 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Dwaraka Nagar to Lawsons Bay Coastal Garden in Lawsons Bay. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP00726,Dwaraka Nagar,Lawsons Bay Family Park,Lawsons Bay,6,15 mins,Rs 55,Rs 80,Rs 135,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Dwaraka Nagar to Lawsons Bay Family Park in Lawsons Bay. Distance approx 6 km with medium traffic. Route via major Vizag roads.
TRP00727,Dwaraka Nagar,Lawsons Bay Nature Park,Lawsons Bay,4,9 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Dwaraka Nagar to Lawsons Bay Nature Park in Lawsons Bay. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP00728,Dwaraka Nagar,Lawsons Bay Park,Lawsons Bay,5,12 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Dwaraka Nagar to Lawsons Bay Park in Lawsons Bay. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP00729,Dwaraka Nagar,Lawsons Bay Public Park,Lawsons Bay,6,15 mins,Rs 55,Rs 80,Rs 135,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Dwaraka Nagar to Lawsons Bay Public Park in Lawsons Bay. Distance approx 6 km with medium traffic. Route via major Vizag roads.
TRP00730,Dwaraka Nagar,Lawsons Bay Sunrise Park,Lawsons Bay,4,9 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from Dwaraka Nagar to Lawsons Bay Sunrise Park in Lawsons Bay. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP00731,Dwaraka Nagar,MVP Botanical Park,MVP Colony,4,10 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Dwaraka Nagar to MVP Botanical Park in MVP Colony. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP00732,Dwaraka Nagar,MVP Colony Community Park,MVP Colony,5,13 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Dwaraka Nagar to MVP Colony Community Park in MVP Colony. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP00733,Dwaraka Nagar,MVP Eco Park,MVP Colony,3,7 mins,Rs 35,Rs 40,Rs 95,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Dwaraka Nagar to MVP Eco Park in MVP Colony. Distance approx 3 km with medium traffic. Route via major Vizag roads.
TRP00734,Dwaraka Nagar,MVP Green Meadows Park,MVP Colony,4,10 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Dwaraka Nagar to MVP Green Meadows Park in MVP Colony. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP00735,Dwaraka Nagar,MVP Palm Garden,MVP Colony,5,13 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Dwaraka Nagar to MVP Palm Garden in MVP Colony. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP00736,Dwaraka Nagar,MVP Sunrise Park,MVP Colony,3,7 mins,Rs 35,Rs 40,Rs 95,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Dwaraka Nagar to MVP Sunrise Park in MVP Colony. Distance approx 3 km with medium traffic. Route via major Vizag roads.
TRP00737,Dwaraka Nagar,Madhurawada Botanical Park,Madhurawada,11,28 mins,Rs 95,Rs 140,Rs 205,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Dwaraka Nagar to Madhurawada Botanical Park in Madhurawada. Distance approx 11 km with medium traffic. Route via major Vizag roads.
TRP00738,Dwaraka Nagar,Madhurawada Central Park,Madhurawada,12,31 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Dwaraka Nagar to Madhurawada Central Park in Madhurawada. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP00739,Dwaraka Nagar,Madhurawada Children Park,Madhurawada,10,25 mins,Rs 90,Rs 125,Rs 190,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Dwaraka Nagar to Madhurawada Children Park in Madhurawada. Distance approx 10 km with medium traffic. Route via major Vizag roads.
TRP00740,Dwaraka Nagar,Madhurawada Hill Park,Madhurawada,11,28 mins,Rs 95,Rs 140,Rs 205,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Dwaraka Nagar to Madhurawada Hill Park in Madhurawada. Distance approx 11 km with medium traffic. Route via major Vizag roads.
TRP00741,Dwaraka Nagar,Madhurawada Sunrise Garden,Madhurawada,12,31 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Dwaraka Nagar to Madhurawada Sunrise Garden in Madhurawada. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP00742,Dwaraka Nagar,Madhurawada Urban Park,Madhurawada,10,25 mins,Rs 90,Rs 125,Rs 190,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Dwaraka Nagar to Madhurawada Urban Park in Madhurawada. Distance approx 10 km with medium traffic. Route via major Vizag roads.
TRP00743,Dwaraka Nagar,PM Palem Eco Valley,PM Palem,11,28 mins,Rs 95,Rs 140,Rs 205,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Dwaraka Nagar to PM Palem Eco Valley in PM Palem. Distance approx 11 km with medium traffic. Route via major Vizag roads.
TRP00744,Dwaraka Nagar,PM Palem Green Valley Park,PM Palem,12,31 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Dwaraka Nagar to PM Palem Green Valley Park in PM Palem. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP00745,Dwaraka Nagar,PM Palem Heritage Park,PM Palem,10,25 mins,Rs 90,Rs 125,Rs 190,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Dwaraka Nagar to PM Palem Heritage Park in PM Palem. Distance approx 10 km with medium traffic. Route via major Vizag roads.
TRP00746,Dwaraka Nagar,PM Palem Lake View Park,PM Palem,11,28 mins,Rs 95,Rs 140,Rs 205,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Dwaraka Nagar to PM Palem Lake View Park in PM Palem. Distance approx 11 km with medium traffic. Route via major Vizag roads.
TRP00747,Dwaraka Nagar,PM Palem Nature Park,PM Palem,12,31 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Dwaraka Nagar to PM Palem Nature Park in PM Palem. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP00748,Dwaraka Nagar,PM Palem Public Park,PM Palem,10,25 mins,Rs 90,Rs 125,Rs 190,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Dwaraka Nagar to PM Palem Public Park in PM Palem. Distance approx 10 km with medium traffic. Route via major Vizag roads.
TRP00749,Dwaraka Nagar,Rushikonda Bay Park,Rushikonda,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Dwaraka Nagar to Rushikonda Bay Park in Rushikonda. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP00750,Dwaraka Nagar,Rushikonda Beach Park,Rushikonda,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Dwaraka Nagar to Rushikonda Beach Park in Rushikonda. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP00751,Dwaraka Nagar,Rushikonda Green Garden,Rushikonda,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Dwaraka Nagar to Rushikonda Green Garden in Rushikonda. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP00752,Dwaraka Nagar,Rushikonda Hill Garden,Rushikonda,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Dwaraka Nagar to Rushikonda Hill Garden in Rushikonda. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP00753,Dwaraka Nagar,Rushikonda Ocean Park,Rushikonda,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Dwaraka Nagar to Rushikonda Ocean Park in Rushikonda. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP00754,Dwaraka Nagar,Rushikonda Palm Park,Rushikonda,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Dwaraka Nagar to Rushikonda Palm Park in Rushikonda. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP00755,Dwaraka Nagar,Seaside Green Park,Visakhapatnam,5,12 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Visakhapatnam City Center, GVMC Office",Travel from Dwaraka Nagar to Seaside Green Park in Visakhapatnam. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP00756,Dwaraka Nagar,Seethammadhara Botanical Garden,Seethammadhara,5,13 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Dwaraka Nagar to Seethammadhara Botanical Garden in Seethammadhara. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP00757,Dwaraka Nagar,Seethammadhara Eco Garden,Seethammadhara,3,7 mins,Rs 35,Rs 40,Rs 95,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Dwaraka Nagar to Seethammadhara Eco Garden in Seethammadhara. Distance approx 3 km with medium traffic. Route via major Vizag roads.
TRP00758,Dwaraka Nagar,Seethammadhara Family Park,Seethammadhara,4,10 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Dwaraka Nagar to Seethammadhara Family Park in Seethammadhara. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP00759,Dwaraka Nagar,Seethammadhara Lake View Park,Seethammadhara,5,13 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Dwaraka Nagar to Seethammadhara Lake View Park in Seethammadhara. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP00760,Dwaraka Nagar,Seethammadhara Sunrise Park,Seethammadhara,3,7 mins,Rs 35,Rs 40,Rs 95,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Dwaraka Nagar to Seethammadhara Sunrise Park in Seethammadhara. Distance approx 3 km with medium traffic. Route via major Vizag roads.
TRP00761,Dwaraka Nagar,Seethammadhara Valley Garden,Seethammadhara,4,10 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Dwaraka Nagar to Seethammadhara Valley Garden in Seethammadhara. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP00762,Dwaraka Nagar,Simhachalam Eco Park,Simhachalam,21,53 mins,Rs 175,Rs 260,Rs 345,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Simhachalam Temple, Simhachalam Bus Stop",Travel from Dwaraka Nagar to Simhachalam Eco Park in Simhachalam. Distance approx 21 km with medium traffic. Route via major Vizag roads.
TRP00763,Dwaraka Nagar,Simhachalam Green Valley,Simhachalam,19,47 mins,Rs 160,Rs 235,Rs 320,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Simhachalam Temple, Simhachalam Bus Stop",Travel from Dwaraka Nagar to Simhachalam Green Valley in Simhachalam. Distance approx 19 km with medium traffic. Route via major Vizag roads.
