route_id,source_area,park_name,park_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
VSK-720,Rushikonda,Akkayyapalem Children Park,Akkayyapalem,Akkayyapalem Bus Stop,300,City Ordinary,Rushikonda Madhurawada MVP Colony Seethammadhara Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Rushikonda to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Children Park in Akkayyapalem."
VSK-721,Scindia,Akkayyapalem Children Park,Akkayyapalem,Akkayyapalem Bus Stop,300,City Ordinary,Scindia Madhurawada PM Palem MVP Colony Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Scindia to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Children Park in Akkayyapalem."
VSK-722,Seethammadhara,Akkayyapalem Children Park,Akkayyapalem,Akkayyapalem Bus Stop,205,City Ordinary,Seethammadhara MVP Colony Maddilapalem Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 205 from Seethammadhara to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Children Park in Akkayyapalem."
VSK-723,Siripuram,Akkayyapalem Children Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,Siripuram Jagadamba RK Beach Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Siripuram to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Children Park in Akkayyapalem."
VSK-724,Steel Plant,Akkayyapalem Children Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Steel Plant NAD Junction Jagadamba Siripuram Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Steel Plant to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Children Park in Akkayyapalem."
VSK-725,Airport,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Akkayyapalem,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-726,Arilova,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Arilova to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-727,Asilmetta,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-728,Auto Nagar,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Auto Nagar Gajuwaka Steel Plant NAD Junction Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Auto Nagar to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-729,Beach Road,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,Beach Road RK Beach Jagadamba Siripuram Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Beach Road to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-730,Dwaraka Nagar,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,503,City Ordinary,Dwaraka Nagar RTC Complex Jagadamba Siripuram Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 503 from Dwaraka Nagar to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-731,Gajuwaka,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Gajuwaka Junction Steel Plant NAD Junction Jagadamba Siripuram Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Gajuwaka to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-732,Gopalapatnam,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,410,City Ordinary,Gopalapatnam Kommadi Madhurawada MVP Colony Akkayyapalem,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Gopalapatnam to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-733,Hanumanthuwaka,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Hanumanthuwaka Gajuwaka NAD Junction Jagadamba Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Hanumanthuwaka to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-734,Jagadamba,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,Jagadamba Siripuram RK Beach Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Jagadamba to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-735,Kailasagiri,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,500E,Express,Kailasagiri Lawsons Bay RK Beach Jagadamba Akkayyapalem,10,30 mins,15,0600,2100,25,0.2,Yes,"Take APSRTC bus 500E from Kailasagiri to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-736,Kommadi,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,401,City Ordinary,Kommadi Junction Madhurawada MVP Colony Seethammadhara Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 401 from Kommadi to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-737,Kurmannapalem,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,106,City Ordinary,Kurmannapalem Gopalapatnam Kommadi Madhurawada Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 106 from Kurmannapalem to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-738,Lawsons Bay,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,Lawsons Bay Kailasagiri RK Beach Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Lawsons Bay to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-739,MVP Colony,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,202,City Ordinary,MVP Colony Seethammadhara Maddilapalem Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 202 from MVP Colony to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-740,Maddilapalem,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,203,City Ordinary,Maddilapalem Seethammadhara MVP Colony Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 203 from Maddilapalem to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-741,Madhurawada,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,300,City Ordinary,Madhurawada PM Palem MVP Colony Seethammadhara Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Madhurawada to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-742,NAD Junction,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,NAD Junction Jagadamba Siripuram RK Beach Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 400 from NAD Junction to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-743,One Town,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,60,City Ordinary,One Town RTC Complex Dwaraka Nagar Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from One Town to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-744,PM Palem,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,301,City Ordinary,PM Palem Madhurawada Seethammadhara MVP Colony Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 301 from PM Palem to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-745,Pendurthi,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,104,City Ordinary,Pendurthi Gopalapatnam Kommadi Madhurawada Akkayyapalem,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 104 from Pendurthi to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-746,Poorna Market,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,60,City Ordinary,Poorna Market Jagadamba Siripuram RK Beach Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Poorna Market to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-747,RK Beach,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,RK Beach Jagadamba Siripuram Dwaraka Nagar Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RK Beach to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-748,RTC Complex,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,RTC Complex Dwaraka Nagar Jagadamba Siripuram Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RTC Complex to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-749,Railway Station,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,60,City Ordinary,Railway Station RTC Complex Dwaraka Nagar Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Railway Station to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-750,Rushikonda,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,300,City Ordinary,Rushikonda Madhurawada MVP Colony Seethammadhara Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Rushikonda to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-751,Scindia,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,300,City Ordinary,Scindia Madhurawada PM Palem MVP Colony Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Scindia to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-752,Seethammadhara,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,205,City Ordinary,Seethammadhara MVP Colony Maddilapalem Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 205 from Seethammadhara to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-753,Siripuram,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,Siripuram Jagadamba RK Beach Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Siripuram to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-754,Steel Plant,Akkayyapalem Mini Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Steel Plant NAD Junction Jagadamba Siripuram Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Steel Plant to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Mini Park in Akkayyapalem."
VSK-755,Airport,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Akkayyapalem,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-756,Arilova,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Arilova to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-757,Asilmetta,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-758,Auto Nagar,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Auto Nagar Gajuwaka Steel Plant NAD Junction Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Auto Nagar to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-759,Beach Road,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,Beach Road RK Beach Jagadamba Siripuram Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Beach Road to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-760,Dwaraka Nagar,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,503,City Ordinary,Dwaraka Nagar RTC Complex Jagadamba Siripuram Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 503 from Dwaraka Nagar to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-761,Gajuwaka,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Gajuwaka Junction Steel Plant NAD Junction Jagadamba Siripuram Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Gajuwaka to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-762,Gopalapatnam,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,410,City Ordinary,Gopalapatnam Kommadi Madhurawada MVP Colony Akkayyapalem,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Gopalapatnam to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-763,Hanumanthuwaka,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Hanumanthuwaka Gajuwaka NAD Junction Jagadamba Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Hanumanthuwaka to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-764,Jagadamba,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,Jagadamba Siripuram RK Beach Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Jagadamba to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-765,Kailasagiri,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,500E,Express,Kailasagiri Lawsons Bay RK Beach Jagadamba Akkayyapalem,10,30 mins,15,0600,2100,25,0.2,Yes,"Take APSRTC bus 500E from Kailasagiri to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-766,Kommadi,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,401,City Ordinary,Kommadi Junction Madhurawada MVP Colony Seethammadhara Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 401 from Kommadi to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-767,Kurmannapalem,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,106,City Ordinary,Kurmannapalem Gopalapatnam Kommadi Madhurawada Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 106 from Kurmannapalem to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-768,Lawsons Bay,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,Lawsons Bay Kailasagiri RK Beach Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Lawsons Bay to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-769,MVP Colony,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,202,City Ordinary,MVP Colony Seethammadhara Maddilapalem Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 202 from MVP Colony to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-770,Maddilapalem,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,203,City Ordinary,Maddilapalem Seethammadhara MVP Colony Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 203 from Maddilapalem to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-771,Madhurawada,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,300,City Ordinary,Madhurawada PM Palem MVP Colony Seethammadhara Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Madhurawada to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-772,NAD Junction,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,NAD Junction Jagadamba Siripuram RK Beach Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 400 from NAD Junction to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-773,One Town,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,60,City Ordinary,One Town RTC Complex Dwaraka Nagar Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from One Town to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-774,PM Palem,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,301,City Ordinary,PM Palem Madhurawada Seethammadhara MVP Colony Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 301 from PM Palem to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-775,Pendurthi,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,104,City Ordinary,Pendurthi Gopalapatnam Kommadi Madhurawada Akkayyapalem,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 104 from Pendurthi to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-776,Poorna Market,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,60,City Ordinary,Poorna Market Jagadamba Siripuram RK Beach Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Poorna Market to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-777,RK Beach,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,RK Beach Jagadamba Siripuram Dwaraka Nagar Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RK Beach to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-778,RTC Complex,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,RTC Complex Dwaraka Nagar Jagadamba Siripuram Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RTC Complex to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-779,Railway Station,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,60,City Ordinary,Railway Station RTC Complex Dwaraka Nagar Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Railway Station to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-780,Rushikonda,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,300,City Ordinary,Rushikonda Madhurawada MVP Colony Seethammadhara Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Rushikonda to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-781,Scindia,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,300,City Ordinary,Scindia Madhurawada PM Palem MVP Colony Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Scindia to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-782,Seethammadhara,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,205,City Ordinary,Seethammadhara MVP Colony Maddilapalem Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 205 from Seethammadhara to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-783,Siripuram,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,500,City Ordinary,Siripuram Jagadamba RK Beach Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Siripuram to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-784,Steel Plant,Akkayyapalem Recreation Park,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Steel Plant NAD Junction Jagadamba Siripuram Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Steel Plant to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Recreation Park in Akkayyapalem."
VSK-785,Airport,Akkayyapalem Urban Garden,Akkayyapalem,Akkayyapalem Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Akkayyapalem,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Urban Garden in Akkayyapalem."
VSK-786,Arilova,Akkayyapalem Urban Garden,Akkayyapalem,Akkayyapalem Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Akkayyapalem,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Arilova to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Urban Garden in Akkayyapalem."
VSK-787,Asilmetta,Akkayyapalem Urban Garden,Akkayyapalem,Akkayyapalem Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Akkayyapalem,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to Akkayyapalem Bus Stop, then walk 0.2 km to Akkayyapalem Urban Garden in Akkayyapalem."
