title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,url,categoryName,openingTime,closingTime,timingDetails,darshanFee,specialDarshanFee,entryDetails,expectedBudget,mainGod,speciality,dressCode,bestTimeToVisit,prasadamAvailable,festivalsCelebrated,parkingAvailability,photographyAllowed,crowdLevel,nearbyAttractions,googleMapsUrl,verificationStatus
Mahalakshmi Durga Santhoshi Maatha Temple,4.8,31.0,"7-5-181, Devikrupa, Ocean View Layout, Besides Swimming Pool lane",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Mahalakshmi%20Durga%20Santhoshi%20Maatha%20Temple&query_place_id=ChIJlZzRrmhDOToRTjtfY--sTx4,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess Durga,Powerful Durga temple especially active during Navaratri,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Fridays, Navaratri, early morning",Available,"Navaratri, Dasara, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Mahalakshmi%20Durga%20Santhoshi%20Maatha%20Temple%20Visakhapatnam,Timing needs local confirmation
Ramakrishna Beach,4.5,23073.0,,,Andhra Pradesh,IN,http://www.papikondalu.org.in/,,Beach,,,https://www.google.com/maps/search/?api=1&query=Ramakrishna%20Beach&query_place_id=ChIJbco9EW9DOToRJv8dJ-Idatc,Beach,06:00 AM,09:00 PM,Open all day,Free,N/A,Free temple entry,₹0 - ₹200 per person,Lord Krishna and Radha,Serene Krishna temple with daily bhajans and kirtans,No dress code,"Janmashtami, Ekadasi, early morning",Not applicable,"Janmashtami, Radhashtami, Holi, Ekadasi",Street parking and beach road parking available,Fully allowed,High always; Very crowded during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Ramakrishna%20Beach%20nan,Verified major temple details
I Love Vizag Point,4.5,293.0,"Beach Rd, opp. Submarine Museum",Visakhapatnam,Andhra Pradesh,IN,,,Tourist attraction,,,https://www.google.com/maps/search/?api=1&query=I%20Love%20Vizag%20Point&query_place_id=ChIJBVMY0ZpDOToRbfCwtLXhBXQ,Tourist attraction,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Medium; High during festivals,"RK Beach (1 km), Submarine Museum (2 km), Kailasagiri (6 km)",https://www.google.com/maps/search/?api=1&query=I%20Love%20Vizag%20Point%20Visakhapatnam,Estimated local temple details
Ramalayam,4.5,10.0,"Andhra University OutGate down, 7-10-13, opposite A.U. Outgate",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Ramalayam&query_place_id=ChIJAYvACmdDOToRoLKpt5QIa5k,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Rama,Traditional Rama temple with daily Ramayana recitation,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Rama Navami, Vaikunta Ekadasi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Ramalayam%20Visakhapatnam,Timing needs local confirmation
Yarada,,,,Gajuwaka,Andhra Pradesh,IN,,,,,,https://www.google.com/maps/search/?api=1&query=Yarada&query_place_id=ChIJOfvbsTxCOToRs33mXdjOXVc,,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum | Gajuwaka local sightseeing",https://www.google.com/maps/search/?api=1&query=Yarada%20Gajuwaka,Timing needs local confirmation
DSC TEMPLE,4.6,13.0,P725+HH,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=DSC%20TEMPLE&query_place_id=ChIJzV4KjwVDOToR8wVzF0aysW0,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=DSC%20TEMPLE%20Visakhapatnam,Timing needs local confirmation
Sree Chintamani Durga Ganapathi Temple,4.8,25.0,M7Q3+RXW,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sree%20Chintamani%20Durga%20Ganapathi%20Temple&query_place_id=ChIJIRSsTHlCOToR2Lcbr9cEJlU,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sree%20Chintamani%20Durga%20Ganapathi%20Temple%20Visakhapatnam,Timing needs local confirmation
Ayyappa Temple,4.7,67.0,M7Q4+R3R,Visakhapatnam,Andhra Pradesh,IN,http://www.ayyappatemple.in/,+91 94906 45743,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Ayyappa%20Temple&query_place_id=ChIJ10RIs35COToR7EWypC4-6zs,Hindu temple,05:00 AM,09:00 PM,"05:00 AM - 12:00 PM, 05:00 PM - 09:00 PM | Mandala Pooja in Dec–Jan",Free,₹50 archana; Mandala pooja tickets vary,Free entry; strict dress code enforced during Mandala season,₹200 - ₹600 per person,Lord Ayyappa,Popular Ayyappa temple with huge footfall during Mandala Deeksha season (Nov–Jan); devotees follow 41-day vrat,Black/blue attire mandatory for Ayyappa devotees during Mandala season,"Mandala season (Nov–Jan), Makar Vilakku",Available – aravana prasadam during season,"Mandala Deeksha, Makar Vilakku, Sabarimala Pilgrimage season",Available nearby,Restricted inside,Very crowded during Mandala season,"Gajuwaka town, Simhachalam (6 km), Bheemunipatnam Road",https://www.google.com/maps/search/?api=1&query=Ayyappa+Temple+Gajuwaka+Visakhapatnam,Estimated local temple details
Panchamukha Anjaneya Swamy Temple,4.6,62.0,71-31-551/1,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Panchamukha%20Anjaneya%20Swamy%20Temple&query_place_id=ChIJJ1xj79hpOToRsmwl6eMS6IY,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Hanuman (Anjaneya Swamy),Popular Hanuman temple; heavy footfall on Tuesdays,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Saturdays, Hanuman Jayanti, early morning",Available,"Hanuman Jayanti, Rama Navami, Tuesdays",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Panchamukha%20Anjaneya%20Swamy%20Temple%20Visakhapatnam,Timing needs local confirmation
"Ganesh Temple,Kranthi Nagar",4.2,35.0,"Shop, kranthinagar, Amar Stationary",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Ganesh%20Temple%2CKranthi%20Nagar&query_place_id=ChIJ454513dCOToRAtCY4JEW3_4,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Ganesh%20Temple%2CKranthi%20Nagar%20Visakhapatnam,Timing needs local confirmation
Shree Chaitanya Vinayak Ganesh Mandir,4.8,23.0,M7J3+5HR,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Shree%20Chaitanya%20Vinayak%20Ganesh%20Mandir&query_place_id=ChIJbTYh_XZCOToRqOz6aYsdbkE,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Shree%20Chaitanya%20Vinayak%20Ganesh%20Mandir%20Visakhapatnam,Timing needs local confirmation
Sri Somasekhara Panchayatan SivalayamThe LORD SHIVA TEMPLE,4.9,12.0,"Hill top sivalayam, 71-30-15",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Somasekhara%20Panchayatan%20SivalayamThe%20LORD%20SHIVA%20TEMPLE&query_place_id=ChIJI0qxrXpCOToRLlHwYtagYYI,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Shiva,Popular Shiva temple with regular abhishekam poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Maha Shivaratri, Mondays, Karthika Masam",Available,"Maha Shivaratri, Karthika Masam, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Somasekhara%20Panchayatan%20SivalayamThe%20LORD%20SHIVA%20TEMPLE%20Visakhapatnam,Timing needs local confirmation
Koteswara Swamy Navagraha Temple,4.5,10.0,"122p, beach road, Beach Rd",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Koteswara%20Swamy%20Navagraha%20Temple&query_place_id=ChIJUXRSW21DOToRxx6hLRSz5pw,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Shiva,Popular Shiva temple with regular abhishekam poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Maha Shivaratri, Mondays, Karthika Masam",Available,"Maha Shivaratri, Karthika Masam, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"RK Beach (1 km), Submarine Museum (2 km), Kailasagiri (6 km)",https://www.google.com/maps/search/?api=1&query=Koteswara%20Swamy%20Navagraha%20Temple%20Visakhapatnam,Timing needs local confirmation
Devi Temple,4.7,34.0,P869+VFW,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Devi%20Temple&query_place_id=ChIJd0jhM2xDOToRKCVYpSj6NQA,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess (Ammavari Devi),Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Devi%20Temple%20Visakhapatnam,Timing needs local confirmation
Subramanya swamy temple,4.9,17.0,P7JR+85J,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Subramanya%20swamy%20temple&query_place_id=ChIJuXWhN7FDOToRuQwNZUG-Ehk,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Rama,Traditional Rama temple with daily Ramayana recitation,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Rama Navami, Vaikunta Ekadasi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Subramanya%20swamy%20temple%20Visakhapatnam,Timing needs local confirmation
PARADESAMMA TEMPLE THATICHETLAPALEM,4.7,122.0,P7JQ+MVQ,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=PARADESAMMA%20TEMPLE%20THATICHETLAPALEM&query_place_id=ChIJWacz2dlCOToRfqt0UO43rOA,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess (Ammavari Devi),Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=PARADESAMMA%20TEMPLE%20THATICHETLAPALEM%20Visakhapatnam,Timing needs local confirmation
Sri Sri Dattatreya Temple,4.8,59.0,"P7PR+42H, Akkayyapalem 80 Feet Rd",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Dattatreya%20Temple&query_place_id=ChIJGfeX_NZCOToRZSyUY32EKtg,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Dattatreya,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"MVP Colony, Siripuram, RK Beach (5 km)",https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Dattatreya%20Temple%20Visakhapatnam,Timing needs local confirmation
Venkateswara Swamy Temple,4.7,80.0,P7MR+9WP,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Venkateswara%20Swamy%20Temple&query_place_id=ChIJHwNtFhVDOToR_PhU___UtDU,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Sri Venkateswara Swamy (Lord Vishnu),Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Brahmotsavam, Vaikunta Ekadasi, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Venkateswara%20Swamy%20Temple%20Visakhapatnam,Timing needs local confirmation
