trip_id,source_area,cafe_name,cafe_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TRP00827,Gopalapatnam,Irani tea center,Dwaraka Nagar,9.9,33-38 mins,â‚¹90,â‚¹125,â‚¹160,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Gopalapatnam to Irani tea center in Dwaraka Nagar. Road distance approx 9.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00828,Kurmannapalem,Irani tea center,Dwaraka Nagar,10.6,35-40 mins,â‚¹95,â‚¹135,â‚¹170,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Kurmannapalem to Irani tea center in Dwaraka Nagar. Road distance approx 10.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00829,Auto Nagar,Irani tea center,Dwaraka Nagar,12.1,40-45 mins,â‚¹105,â‚¹150,â‚¹190,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Auto Nagar to Irani tea center in Dwaraka Nagar. Road distance approx 12.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00830,Steel Plant,Irani tea center,Dwaraka Nagar,14.1,47-52 mins,â‚¹120,â‚¹175,â‚¹220,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Steel Plant to Irani tea center in Dwaraka Nagar. Road distance approx 14.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00831,Scindia,Irani tea center,Dwaraka Nagar,2.6,9-14 mins,â‚¹30,â‚¹35,â‚¹60,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Scindia to Irani tea center in Dwaraka Nagar. Road distance approx 2.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00832,One Town,Irani tea center,Dwaraka Nagar,4.3,18-23 mins,â‚¹45,â‚¹60,â‚¹80,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from One Town to Irani tea center in Dwaraka Nagar. Road distance approx 4.3 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00833,Poorna Market,Irani tea center,Dwaraka Nagar,4.7,20-25 mins,â‚¹45,â‚¹60,â‚¹90,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Poorna Market to Irani tea center in Dwaraka Nagar. Road distance approx 4.7 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00834,RK Beach,Irani tea center,Dwaraka Nagar,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from RK Beach to Irani tea center in Dwaraka Nagar. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00835,Rushikonda,Irani tea center,Dwaraka Nagar,12.6,42-47 mins,â‚¹110,â‚¹155,â‚¹200,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Rushikonda to Irani tea center in Dwaraka Nagar. Road distance approx 12.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00836,Lawson's Bay,Irani tea center,Dwaraka Nagar,4.6,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Lawson's Bay to Irani tea center in Dwaraka Nagar. Road distance approx 4.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00837,Hanumanthuwaka,Irani tea center,Dwaraka Nagar,9,30-35 mins,â‚¹80,â‚¹115,â‚¹150,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Hanumanthuwaka to Irani tea center in Dwaraka Nagar. Road distance approx 9.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00838,Arilova,Irani tea center,Dwaraka Nagar,9.3,31-36 mins,â‚¹85,â‚¹120,â‚¹150,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Arilova to Irani tea center in Dwaraka Nagar. Road distance approx 9.3 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00839,Beach Road,Irani tea center,Dwaraka Nagar,2.6,11-16 mins,â‚¹30,â‚¹35,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Beach Road to Irani tea center in Dwaraka Nagar. Road distance approx 2.6 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00840,Kailasagiri,Irani tea center,Dwaraka Nagar,7.5,25-30 mins,â‚¹70,â‚¹95,â‚¹125,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Kailasagiri to Irani tea center in Dwaraka Nagar. Road distance approx 7.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00841,Gajuwaka,Tea in Corner,Seethammadhara,17.2,37-42 mins,â‚¹145,â‚¹210,â‚¹265,Low-Moderate,Cab,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Gajuwaka to Tea in Corner in Seethammadhara. Road distance approx 17.2 km with low-moderate traffic. Cab recommended for this route in Visakhapatnam.
TRP00842,Kommadi,Tea in Corner,Seethammadhara,10.7,23-28 mins,â‚¹95,â‚¹135,â‚¹170,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Kommadi to Tea in Corner in Seethammadhara. Road distance approx 10.7 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00843,Madhurawada,Tea in Corner,Seethammadhara,8.8,19-24 mins,â‚¹80,â‚¹110,â‚¹145,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Madhurawada to Tea in Corner in Seethammadhara. Road distance approx 8.8 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00844,PM Palem,Tea in Corner,Seethammadhara,5.1,11-16 mins,â‚¹50,â‚¹65,â‚¹95,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from PM Palem to Tea in Corner in Seethammadhara. Road distance approx 5.1 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00845,MVP Colony,Tea in Corner,Seethammadhara,2,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from MVP Colony to Tea in Corner in Seethammadhara. Road distance approx 2.0 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00846,Siripuram,Tea in Corner,Seethammadhara,3.6,12-17 mins,â‚¹40,â‚¹50,â‚¹70,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Siripuram to Tea in Corner in Seethammadhara. Road distance approx 3.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00847,Dwaraka Nagar,Tea in Corner,Seethammadhara,2.6,9-14 mins,â‚¹30,â‚¹35,â‚¹60,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Dwaraka Nagar to Tea in Corner in Seethammadhara. Road distance approx 2.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00848,Maddilapalem,Tea in Corner,Seethammadhara,2,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Maddilapalem to Tea in Corner in Seethammadhara. Road distance approx 2.0 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00849,NAD Junction,Tea in Corner,Seethammadhara,8.1,17-22 mins,â‚¹75,â‚¹105,â‚¹135,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from NAD Junction to Tea in Corner in Seethammadhara. Road distance approx 8.1 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00850,Seethammadhara,Tea in Corner,Seethammadhara,1.5,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Seethammadhara to Tea in Corner in Seethammadhara. Road distance approx 1.5 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00851,Jagadamba,Tea in Corner,Seethammadhara,5.7,19-24 mins,â‚¹55,â‚¹75,â‚¹100,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Jagadamba to Tea in Corner in Seethammadhara. Road distance approx 5.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00852,Asilmetta,Tea in Corner,Seethammadhara,5.6,19-24 mins,â‚¹55,â‚¹75,â‚¹100,Moderate-High,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Asilmetta to Tea in Corner in Seethammadhara. Road distance approx 5.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00853,Railway Station,Tea in Corner,Seethammadhara,6.5,22-27 mins,â‚¹60,â‚¹85,â‚¹115,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Railway Station to Tea in Corner in Seethammadhara. Road distance approx 6.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00854,RTC Complex,Tea in Corner,Seethammadhara,7.6,25-30 mins,â‚¹70,â‚¹95,â‚¹130,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from RTC Complex to Tea in Corner in Seethammadhara. Road distance approx 7.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00855,Airport,Tea in Corner,Seethammadhara,14.3,31-36 mins,â‚¹125,â‚¹180,â‚¹220,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Airport to Tea in Corner in Seethammadhara. Road distance approx 14.3 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00856,Pendurthi,Tea in Corner,Seethammadhara,14.8,32-37 mins,â‚¹125,â‚¹185,â‚¹230,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Pendurthi to Tea in Corner in Seethammadhara. Road distance approx 14.8 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00857,Gopalapatnam,Tea in Corner,Seethammadhara,7.6,16-21 mins,â‚¹70,â‚¹95,â‚¹130,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Gopalapatnam to Tea in Corner in Seethammadhara. Road distance approx 7.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00858,Kurmannapalem,Tea in Corner,Seethammadhara,10.3,22-27 mins,â‚¹90,â‚¹130,â‚¹165,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Kurmannapalem to Tea in Corner in Seethammadhara. Road distance approx 10.3 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00859,Auto Nagar,Tea in Corner,Seethammadhara,12.2,26-31 mins,â‚¹105,â‚¹150,â‚¹195,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Auto Nagar to Tea in Corner in Seethammadhara. Road distance approx 12.2 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00860,Steel Plant,Tea in Corner,Seethammadhara,14.1,30-35 mins,â‚¹120,â‚¹175,â‚¹220,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Steel Plant to Tea in Corner in Seethammadhara. Road distance approx 14.1 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00861,Scindia,Tea in Corner,Seethammadhara,5.1,11-16 mins,â‚¹50,â‚¹65,â‚¹95,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Scindia to Tea in Corner in Seethammadhara. Road distance approx 5.1 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00862,One Town,Tea in Corner,Seethammadhara,5.9,20-25 mins,â‚¹55,â‚¹75,â‚¹105,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from One Town to Tea in Corner in Seethammadhara. Road distance approx 5.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00863,Poorna Market,Tea in Corner,Seethammadhara,6.3,21-26 mins,â‚¹60,â‚¹80,â‚¹110,Moderate-High,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Poorna Market to Tea in Corner in Seethammadhara. Road distance approx 6.3 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00864,RK Beach,Tea in Corner,Seethammadhara,4.4,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from RK Beach to Tea in Corner in Seethammadhara. Road distance approx 4.4 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00865,Rushikonda,Tea in Corner,Seethammadhara,11.9,26-31 mins,â‚¹105,â‚¹150,â‚¹190,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Rushikonda to Tea in Corner in Seethammadhara. Road distance approx 11.9 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00866,Lawson's Bay,Tea in Corner,Seethammadhara,4.7,10-15 mins,â‚¹45,â‚¹60,â‚¹90,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Lawson's Bay to Tea in Corner in Seethammadhara. Road distance approx 4.7 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00867,Hanumanthuwaka,Tea in Corner,Seethammadhara,10.5,22-27 mins,â‚¹95,â‚¹130,â‚¹170,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Hanumanthuwaka to Tea in Corner in Seethammadhara. Road distance approx 10.5 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00868,Arilova,Tea in Corner,Seethammadhara,9,19-24 mins,â‚¹80,â‚¹115,â‚¹150,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Arilova to Tea in Corner in Seethammadhara. Road distance approx 9.0 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00869,Beach Road,Tea in Corner,Seethammadhara,4,13-18 mins,â‚¹40,â‚¹55,â‚¹80,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Beach Road to Tea in Corner in Seethammadhara. Road distance approx 4.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00870,Kailasagiri,Tea in Corner,Seethammadhara,7.1,15-20 mins,â‚¹65,â‚¹90,â‚¹120,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM",Seethammadhara,Travel from Kailasagiri to Tea in Corner in Seethammadhara. Road distance approx 7.1 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP00871,Gajuwaka,Ansoma Cafe,RK Beach,18.5,62-67 mins,â‚¹155,â‚¹230,â‚¹280,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Panduranga Swamy Temple, RK Beach",Travel from Gajuwaka to Ansoma Cafe in RK Beach. Road distance approx 18.5 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP00872,Kommadi,Ansoma Cafe,RK Beach,10.9,36-41 mins,â‚¹95,â‚¹135,â‚¹175,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Panduranga Swamy Temple, RK Beach",Travel from Kommadi to Ansoma Cafe in RK Beach. Road distance approx 10.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00873,Madhurawada,Ansoma Cafe,RK Beach,9.1,30-35 mins,â‚¹80,â‚¹115,â‚¹150,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Panduranga Swamy Temple, RK Beach",Travel from Madhurawada to Ansoma Cafe in RK Beach. Road distance approx 9.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00874,PM Palem,Ansoma Cafe,RK Beach,7.8,26-31 mins,â‚¹70,â‚¹100,â‚¹130,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Panduranga Swamy Temple, RK Beach",Travel from PM Palem to Ansoma Cafe in RK Beach. Road distance approx 7.8 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00875,MVP Colony,Ansoma Cafe,RK Beach,4.6,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Panduranga Swamy Temple, RK Beach",Travel from MVP Colony to Ansoma Cafe in RK Beach. Road distance approx 4.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00876,Siripuram,Ansoma Cafe,RK Beach,3.6,15-20 mins,â‚¹40,â‚¹50,â‚¹70,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Panduranga Swamy Temple, RK Beach",Travel from Siripuram to Ansoma Cafe in RK Beach. Road distance approx 3.6 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00877,Dwaraka Nagar,Ansoma Cafe,RK Beach,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Panduranga Swamy Temple, RK Beach",Travel from Dwaraka Nagar to Ansoma Cafe in RK Beach. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00878,Maddilapalem,Ansoma Cafe,RK Beach,4.8,16-21 mins,â‚¹45,â‚¹65,â‚¹90,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Panduranga Swamy Temple, RK Beach",Travel from Maddilapalem to Ansoma Cafe in RK Beach. Road distance approx 4.8 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00879,NAD Junction,Ansoma Cafe,RK Beach,10.1,34-39 mins,â‚¹90,â‚¹125,â‚¹165,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Panduranga Swamy Temple, RK Beach",Travel from NAD Junction to Ansoma Cafe in RK Beach. Road distance approx 10.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00880,Seethammadhara,Ansoma Cafe,RK Beach,4.4,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Panduranga Swamy Temple, RK Beach",Travel from Seethammadhara to Ansoma Cafe in RK Beach. Road distance approx 4.4 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP00881,Jagadamba,Ansoma Cafe,RK Beach,5.9,25-30 mins,â‚¹55,â‚¹75,â‚¹105,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Panduranga Swamy Temple, RK Beach",Travel from Jagadamba to Ansoma Cafe in RK Beach. Road distance approx 5.9 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
