trip_id,source_area,hospital_name,hospital_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,emergency_fastest_option,description
193,Madhurawada,Satyadev Multispeciality Hospital,Madhurawada,0.6,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Madhurawada Main Road, Near Kommadi Junction",Rapido Bike (fastest in traffic),"Travel from Madhurawada to Satyadev Multispeciality Hospital in Madhurawada, Visakhapatnam. Distance approx 0.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
194,Madhurawada,Shiva Shakthi Hospital Madhurawada,Madhurawada,0.1,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Madhurawada, Near Infosys Campus",Rapido Bike (fastest in traffic),"Travel from Madhurawada to Shiva Shakthi Hospital Madhurawada in Madhurawada, Visakhapatnam. Distance approx 0.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
195,Madhurawada,Sunrise Women & Children Madhurawada,Madhurawada,0.2,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Madhurawada Main Road, Near Apollo Pharmacy",Rapido Bike (fastest in traffic),"Travel from Madhurawada to Sunrise Women & Children Madhurawada in Madhurawada, Visakhapatnam. Distance approx 0.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
196,Madhurawada,Usha Prime Multispeciality Hospital,Madhavadhara,10.4,24-36 min,Rs 155,Rs 208,Rs 185,Moderate to High,Rapido Bike or Auto (cost effective),34-49 min,19-36 min,"Madhavadhara Road, Near Auto Nagar",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Usha Prime Multispeciality Hospital in Madhavadhara, Visakhapatnam. Distance approx 10.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
197,Madhurawada,Asian Institute Nephrology Urology,Siripuram,8.9,21-33 min,Rs 134,Rs 178,Rs 165,Moderate to High,Rapido Bike or Auto (cost effective),31-46 min,16-33 min,"Siripuram, Opposite Kalyan Jewellers",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Asian Institute Nephrology Urology in Siripuram, Visakhapatnam. Distance approx 8.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
198,Madhurawada,GITAM Hospital,Rushikonda,1.2,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"GITAM Campus, Rushikonda",Rapido Bike (fastest in traffic),"Travel from Madhurawada to GITAM Hospital in Rushikonda, Visakhapatnam. Distance approx 1.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
199,Madhurawada,Anil Neerukonda Hospital,Bheemunipatnam,14.1,33-45 min,Rs 207,Rs 282,Rs 233,Moderate to High,Rapido Bike or Auto (cost effective),43-58 min,28-45 min,"Tagurapuvalasa, Bheemunipatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Anil Neerukonda Hospital in Bheemunipatnam, Visakhapatnam. Distance approx 14.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
200,Madhurawada,NRI Institute of Medical Sciences,Bheemunipatnam,14.1,33-45 min,Rs 207,Rs 282,Rs 233,Moderate to High,Rapido Bike or Auto (cost effective),43-58 min,28-45 min,"Sangivalasa, Bheemunipatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to NRI Institute of Medical Sciences in Bheemunipatnam, Visakhapatnam. Distance approx 14.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
201,Madhurawada,HCG Cancer Hospital Visakhapatnam,Dwaraka Nagar,8.0,19-27 min,Rs 122,Rs 160,Rs 154,Moderate,Rapido Bike (good balance of speed and cost),29-44 min,14-27 min,"Chinnagadili, Dwaraka Nagar",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to HCG Cancer Hospital Visakhapatnam in Dwaraka Nagar, Visakhapatnam. Distance approx 8.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
202,Madhurawada,Homi Bhabha Cancer Hospital,Aganampudi,14.2,34-46 min,Rs 208,Rs 284,Rs 234,Moderate to High,Rapido Bike or Auto (cost effective),44-59 min,29-46 min,"Near Aganampudi, Steel Plant Area",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Homi Bhabha Cancer Hospital in Aganampudi, Visakhapatnam. Distance approx 14.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
203,Madhurawada,Behara Hospital,Siripuram,8.8,21-33 min,Rs 133,Rs 176,Rs 164,Moderate to High,Rapido Bike or Auto (cost effective),31-46 min,16-33 min,"Siripuram, Near Income Tax Office",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Behara Hospital in Siripuram, Visakhapatnam. Distance approx 8.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
204,Madhurawada,Andhra Hospitals Visakhapatnam,Dwaraka Nagar,8.1,19-27 min,Rs 123,Rs 162,Rs 155,Moderate,Rapido Bike or Auto (cost effective),29-44 min,14-27 min,Dwaraka Nagar 1st Lane,Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Andhra Hospitals Visakhapatnam in Dwaraka Nagar, Visakhapatnam. Distance approx 8.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
205,Madhurawada,Medicover Women & Child Hospital,MVP Colony,5.7,13-21 min,Rs 89,Rs 114,Rs 124,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,"MVP Colony, Near Sector 5",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Medicover Women & Child Hospital in MVP Colony, Visakhapatnam. Distance approx 5.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
206,Madhurawada,Omega Cancer Hospital,Waltair Main Road,7.5,18-26 min,Rs 115,Rs 150,Rs 147,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Near Waltair Main Road, Opp YMCA",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Omega Cancer Hospital in Waltair Main Road, Visakhapatnam. Distance approx 7.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
207,Madhurawada,RK Hospital Gajuwaka,Gajuwaka,19.5,46-66 min,Rs 283,Rs 390,Rs 303,High,Rapido Bike or Auto (cost effective),56-71 min,41-66 min,"Gajuwaka BC Road, Near Post Office",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to RK Hospital Gajuwaka in Gajuwaka, Visakhapatnam. Distance approx 19.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
208,Madhurawada,Kala Hospital Vizag,Madhavadhara,10.6,25-37 min,Rs 158,Rs 212,Rs 187,Moderate to High,Rapido Bike or Auto (cost effective),35-50 min,20-37 min,47-1-104 Dwaraka Nagar Area,Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Kala Hospital Vizag in Madhavadhara, Visakhapatnam. Distance approx 10.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
209,Madhurawada,NAD Hospital Gopalapatnam,NAD Junction,10.8,25-37 min,Rs 161,Rs 216,Rs 190,Moderate to High,Rapido Bike or Auto (cost effective),35-50 min,20-37 min,"NAD Junction, Gopalapatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to NAD Hospital Gopalapatnam in NAD Junction, Visakhapatnam. Distance approx 10.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
210,Madhurawada,Pavan Sai Hospital,PM Palem,2.0,7-12 min,Rs 38,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"PM Palem, Near Bheemunipatnam Road",Rapido Bike (fastest in traffic),"Travel from Madhurawada to Pavan Sai Hospital in PM Palem, Visakhapatnam. Distance approx 2.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
211,Madhurawada,Keerthana Hospital,Gopalapatnam,8.9,21-33 min,Rs 134,Rs 178,Rs 165,Moderate to High,Rapido Bike or Auto (cost effective),31-46 min,16-33 min,"Gopalapatnam Main Road, Near BSNL",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Keerthana Hospital in Gopalapatnam, Visakhapatnam. Distance approx 8.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
212,Madhurawada,Tirumala Jyoti Hospital,Pendurthi,18.0,43-63 min,Rs 262,Rs 360,Rs 284,High,Rapido Bike or Auto (cost effective),53-68 min,38-63 min,"Pendurthi Main Road, Near Bus Stand",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Tirumala Jyoti Hospital in Pendurthi, Visakhapatnam. Distance approx 18.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
213,Madhurawada,Lakshmi Hospital Pendurthi,Pendurthi,18.0,43-63 min,Rs 262,Rs 360,Rs 284,High,Rapido Bike or Auto (cost effective),53-68 min,38-63 min,"Pendurthi, Near Police Station",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Lakshmi Hospital Pendurthi in Pendurthi, Visakhapatnam. Distance approx 18.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
214,Madhurawada,Govt ENT Hospital Vizag,One Town,12.0,28-40 min,Rs 178,Rs 240,Rs 206,Moderate to High,Rapido Bike or Auto (cost effective),38-53 min,23-40 min,"Near King George Hospital, One Town",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Govt ENT Hospital Vizag in One Town, Visakhapatnam. Distance approx 12.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
215,Madhurawada,Visakha Eye Hospital,Peda Waltair,7.3,17-25 min,Rs 112,Rs 146,Rs 144,Moderate,Rapido Bike (good balance of speed and cost),27-42 min,12-25 min,"Waltair Main Road, Peda Waltair",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Visakha Eye Hospital in Peda Waltair, Visakhapatnam. Distance approx 7.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
216,Madhurawada,Dr Benerje's Medikon Hospital,MVP Colony,5.6,13-21 min,Rs 88,Rs 112,Rs 122,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,MVP Colony Sector 7,Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Dr Benerje's Medikon Hospital in MVP Colony, Visakhapatnam. Distance approx 5.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
217,Madhurawada,ECHS Polyclinic Visakhapatnam,Mulagada,12.1,29-41 min,Rs 179,Rs 242,Rs 207,Moderate to High,Rapido Bike or Auto (cost effective),39-54 min,24-41 min,"Mulagada, Near Steel Plant Area",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to ECHS Polyclinic Visakhapatnam in Mulagada, Visakhapatnam. Distance approx 12.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
218,Madhurawada,Sanjivani Hospital,NAD Junction,10.9,26-38 min,Rs 162,Rs 218,Rs 191,Moderate to High,Rapido Bike or Auto (cost effective),36-51 min,21-38 min,"NAD Junction, Near Gopalapatnam",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Sanjivani Hospital in NAD Junction, Visakhapatnam. Distance approx 10.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
219,Madhurawada,GJ Hospitals & Trauma Centre,Maddilapalem,6.8,16-24 min,Rs 105,Rs 136,Rs 138,Moderate,Rapido Bike (good balance of speed and cost),26-41 min,11-24 min,"Maddilapalem, Near Railway Quarters",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to GJ Hospitals & Trauma Centre in Maddilapalem, Visakhapatnam. Distance approx 6.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
220,Madhurawada,A Plus Hospitals,MVP Colony,5.8,13-21 min,Rs 91,Rs 116,Rs 125,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,"MVP Colony, Near Sector 9 Junction",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to A Plus Hospitals in MVP Colony, Visakhapatnam. Distance approx 5.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
221,Madhurawada,Amma Hospital,Srinagar,9.9,23-35 min,Rs 148,Rs 198,Rs 178,Moderate to High,Rapido Bike or Auto (cost effective),33-48 min,18-35 min,Near RTC Complex Area,Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Amma Hospital in Srinagar, Visakhapatnam. Distance approx 9.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
222,Madhurawada,Sri Vivekananda Hospital,Kurmannapalem,11.1,26-38 min,Rs 165,Rs 222,Rs 194,Moderate to High,Rapido Bike or Auto (cost effective),36-51 min,21-38 min,"Kurmannapalem, Near Auto Nagar",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Sri Vivekananda Hospital in Kurmannapalem, Visakhapatnam. Distance approx 11.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
223,Madhurawada,Apoorva Hospital,Dwaraka Nagar,8.0,19-27 min,Rs 122,Rs 160,Rs 154,Moderate,Rapido Bike (good balance of speed and cost),29-44 min,14-27 min,Dwaraka Nagar 3rd Division,Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Apoorva Hospital in Dwaraka Nagar, Visakhapatnam. Distance approx 8.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
224,Madhurawada,Simhagiri Hospital,Pendurthi,18.0,43-63 min,Rs 262,Rs 360,Rs 284,High,Rapido Bike or Auto (cost effective),53-68 min,38-63 min,"Pendurthi, Near Gopalapatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Simhagiri Hospital in Pendurthi, Visakhapatnam. Distance approx 18.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
225,Madhurawada,Ariya Hospital,Gopalapatnam,8.8,21-33 min,Rs 133,Rs 176,Rs 164,Moderate to High,Rapido Bike or Auto (cost effective),31-46 min,16-33 min,"Gopalapatnam Circle, Near Fish Market",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Ariya Hospital in Gopalapatnam, Visakhapatnam. Distance approx 8.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
226,Madhurawada,Mother & Child Hospital,Kommadi,0.4,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Kommadi Junction, Madhurawada Road",Rapido Bike (fastest in traffic),"Travel from Madhurawada to Mother & Child Hospital in Kommadi, Visakhapatnam. Distance approx 0.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
227,Madhurawada,Varma Hospitals,Siripuram,8.9,21-33 min,Rs 134,Rs 178,Rs 165,Moderate to High,Rapido Bike or Auto (cost effective),31-46 min,16-33 min,"Siripuram, Near Jagadamba",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Varma Hospitals in Siripuram, Visakhapatnam. Distance approx 8.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
228,Madhurawada,Sai Spoorthy Hospital,Gajuwaka,19.5,46-66 min,Rs 283,Rs 390,Rs 303,High,Rapido Bike or Auto (cost effective),56-71 min,41-66 min,"Gajuwaka, Near Ukkunagaram",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Sai Spoorthy Hospital in Gajuwaka, Visakhapatnam. Distance approx 19.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
229,Madhurawada,Q1 Hospitals,PM Palem,2.1,7-12 min,Rs 39,Rs 42,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"PM Palem, Near Bheemunipatnam Road",Rapido Bike (fastest in traffic),"Travel from Madhurawada to Q1 Hospitals in PM Palem, Visakhapatnam. Distance approx 2.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
230,Madhurawada,INHS Kalyani Naval Hospital,Steel Plant Area,16.6,39-59 min,Rs 242,Rs 332,Rs 265,High,Rapido Bike or Auto (cost effective),49-64 min,34-59 min,"Naval Base Area, Near Steel Plant",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to INHS Kalyani Naval Hospital in Steel Plant Area, Visakhapatnam. Distance approx 16.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
231,Madhurawada,Damayanthi Hospitals,NAD Junction,10.9,26-38 min,Rs 162,Rs 218,Rs 191,Moderate to High,Rapido Bike or Auto (cost effective),36-51 min,21-38 min,"NAD Junction, Near Gopalapatnam",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Damayanthi Hospitals in NAD Junction, Visakhapatnam. Distance approx 10.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
232,Madhurawada,Vijayasri Hospital,Auto Nagar,13.3,31-43 min,Rs 196,Rs 266,Rs 222,Moderate to High,Rapido Bike or Auto (cost effective),41-56 min,26-43 min,"Auto Nagar, Near Industrial Area",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Vijayasri Hospital in Auto Nagar, Visakhapatnam. Distance approx 13.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
233,Madhurawada,Mahanthi Hospital,Gajuwaka,19.4,46-66 min,Rs 281,Rs 388,Rs 302,High,Rapido Bike or Auto (cost effective),56-71 min,41-66 min,"Gajuwaka, Near Kommuri Center",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Mahanthi Hospital in Gajuwaka, Visakhapatnam. Distance approx 19.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
234,Madhurawada,MGR Hospital,Gajuwaka,19.3,46-66 min,Rs 280,Rs 386,Rs 300,High,Rapido Bike or Auto (cost effective),56-71 min,41-66 min,Gajuwaka BC Road,Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to MGR Hospital in Gajuwaka, Visakhapatnam. Distance approx 19.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
235,Madhurawada,Pearl Vision Eye Hospital,MVP Colony,5.5,13-21 min,Rs 87,Rs 110,Rs 121,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,"MVP Colony Sector 7, Near Temple",Rapido Bike or Cab (quickest door-to-door),"Travel from Madhurawada to Pearl Vision Eye Hospital in MVP Colony, Visakhapatnam. Distance approx 5.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
